"Model","Locus_name","Model_string","Rates","Likelihood","Unconstrained_likelihood","parameters","AIC","AICc","BIC","Best","Length","Ntaxa","Percent_constant","Percent_parsimony_informative","Site_patterns","RF_distance","nRF_distance","wRF_distance","KF_distance","PD_distance","wPD_distance","geodesic_distance","Tree_Length","Sum_int","prop_int","Min.","1st Qu.","Median","Mean","3rd Qu.","Max."
"Mixture","UCE-4294","TPM2u+FO+G4","G4",-1374.4359,-1030.5626,"TPM2u{0.3149,2.7186,0.3149,1,2.7186,1}+FO{0.3367,0.1805,0.1398,0.3429}",2990.8719,3206.3755,3421.2481,"Mixture",259,60,0.656370656370656,"16.22%",129,88,0.7857,87.1216,9.7798,129.6919,239.3925,NA,"0.7616","0.1845","0.2423","0","0","0.0042","0.0067","0.0089","0.0463"
"One_class","UCE-4294","TPM2u+F+G4","G4",-1374.9215,-1030.5626,"TPM2u{0.3224,2.7388,0.3224,1,2.7388,1}+F{0.3397,0.1951,0.1452,0.3201}",2991.843,3207.3467,3422.2192,"Mixture",259,60,0.656370656370656,"16.22%",129,84,0.75,87.1479,9.7805,140.9184,239.2833,NA,"0.7698","0.1945","0.2527","0","0","0.0042","0.0066","0.0089","0.046"
"Mixture","UCE-4310","HKY+FO+G4","G4",-1308.1247,-1505.14,"HKY{1,4.0174,1,1,4.0174,1}+FO{0.304,0.2122,0.1787,0.3051}",2892.2494,3101.8888,3413.1375,"Mixture",322,68,0.726708074534162,"12.11%",158,118,0.9077,98.5566,10.3291,242.5119,274.1464,NA,"0.4802","0.1337","0.2784","0","0","0.003","0.0036","0.0052","0.0332"
"One_class","UCE-4310","HKY+F+G4","G4",-1309.54,-1505.14,"HKY{1,3.7853,1,1,3.7853,1}+F{0.3077,0.2041,0.1653,0.3228}",2895.08,3104.7193,3415.9681,"Mixture",322,68,0.726708074534162,"12.11%",158,114,0.8769,98.558,10.3287,293.6648,274.1498,NA,"0.479","0.1362","0.2843","0","0","0.0031","0.0036","0.0044","0.0363"
"Mixture","UCE-4317","HKY+FO+G4","G4",-1046.9441,-906.4602,"HKY{1,3.4937,1,1,3.4937,1}+FO{0.4171,0.1454,0.1517,0.2857}",2309.8882,2486.9107,2686.6935,"Mixture",242,54,0.698347107438017,"13.22%",108,72,0.72,78.2721,9.3849,228.3156,218.2496,NA,"0.5529","0.1387","0.2509","0","0","0.0042","0.0053","0.0048","0.0526"
"One_class","UCE-4317","HKY+F+G4","G4",-1047.7721,-906.4602,"HKY{1,3.2105,1,1,3.2105,1}+F{0.4048,0.1355,0.1597,0.3001}",2311.5442,2488.5668,2688.3495,"Mixture",242,54,0.698347107438017,"13.22%",108,74,0.74,78.28,9.3864,189.4413,218.2769,NA,"0.5456","0.1427","0.2615","0","0","0.0042","0.0054","0.0048","0.0532"
"Mixture","UCE-4312","MIX{TPM2u+FO,HKY+FO}+I+G","I+G4",-11748.2401,-7200.1541,"TPM2u{0.911558,2.71734}+FO{0.452636,0.172599,0.216484,0.158281};HKY{2.71469}+FO{0.1667,0.237829,0.196117,0.399354}",23574.4802,23577.3799,23770.163,"Mixture",1116,15,0.171146953405018,"70.70%",947,8,0.3333,25.4299,5.5786,14.6969,52.4792,NA,"6.48","2.7814","0.4292","0.0177","0.0998","0.1859","0.2182","0.2676","0.8001"
"One_class","UCE-4312","TPM2u+F+I+G4","I+G4",-11772.2967,-7200.1541,"TPM2u{0.6642,2.6294,0.6642,1,2.6294,1}+F{0.3161,0.2054,0.1993,0.2791}",23612.5934,23614.7951,23783.1886,"Mixture",1116,15,0.171146953405018,"70.70%",947,8,0.3333,26.02,5.6998,14.6969,54.3465,NA,"5.8904","2.3775","0.4036","0.0034","0.1117","0.1977","0.24","0.293","0.9088"
"Mixture","UCE-4303","HKY+FO+G4","G4",-2441.444,-1613.954,"HKY{1,3.5548,1,1,3.5548,1}+FO{0.3463,0.1856,0.2196,0.2484}",5118.8879,5255.8831,5565.0157,"Mixture",324,58,0.487654320987654,"25.62%",215,86,0.7818,84.1258,9.7491,143.8784,231.5834,NA,"1.3102","0.243","0.1855","0","0.0018","0.0063","0.0116","0.0159","0.1059"
"One_class","UCE-4303","TPM3u+F+G4","G4",-2439.3982,-1613.954,"TPM3u{2.0328,4.8574,1,2.0328,4.8574,1}+F{0.3456,0.1449,0.2358,0.2737}",5116.7964,5256.7964,5566.7049,"Mixture",324,58,0.487654320987654,"25.62%",215,86,0.7818,84.1265,9.749,148.5261,231.5607,NA,"1.3124","0.2424","0.1847","0","0.0019","0.0063","0.0116","0.0161","0.1059"
"Mixture","UCE-4325","K2P+G4","G4",-837.7615,-605.0217,"K2P{1,3.3791,1,1,3.3791,1}+G4{0.25,0.25,0.25,0.25}",1809.5229,1875.0769,2032.8151,"One_class",207,34,0.70048309178744,"13.04%",71,36,0.5806,55.869,8.3272,72.3671,128.0239,NA,"0.4543","0.1344","0.2958","0","0","0.0049","0.007","0.01","0.0418"
"One_class","UCE-4325","TPM3+G4","G4",-834.2109,-605.0217,"TPM3{2.7648,5.9302,1,2.7648,5.9302,1}+G4{0.25,0.25,0.25,0.25}",1804.4217,1872.4217,2031.0466,"One_class",207,34,0.70048309178744,"13.04%",71,34,0.5484,55.8664,8.3261,64.6838,128.0181,NA,"0.4571","0.1299","0.2842","0","0","0.0049","0.007","0.01","0.0413"
"Mixture","UCE-431","MIX{HKY+FO,TN+FO}+R2","R2",-8685.0115,-6806.9316,"HKY{11.263}+FO{0.00716956,0.894792,0.0617066,0.0363319};TN{2.54962,4.13947}+FO{0.353639,0.158453,0.197447,0.29046}",17464.023,17467.7427,17705.587,"One_class",1261,19,0.441712926249009,"38.22%",720,12,0.375,33.7813,6.5716,21.166,82.6245,NA,"2.4289","0.9892","0.4073","0.0019","0.0154","0.0354","0.0672","0.0788","0.3508"
"One_class","UCE-431","HKY+F+G4","G4",-8704.9066,-6806.9316,"HKY{1,3.1829,1,1,3.1829,1}+F{0.3446,0.1905,0.1838,0.2812}",17489.8131,17492.5016,17695.3995,"One_class",1261,19,0.441712926249009,"38.22%",720,12,0.375,33.9086,6.5954,18.7617,82.8005,NA,"2.3524","0.9676","0.4113","0.002","0.0146","0.0319","0.0694","0.0793","0.3653"
"Mixture","UCE-4342","TPM3u+FO+G4","G4",-4360.4295,-3890.6815,"TPM3u{1.9201,4.0937,1,1.9201,4.0937,1}+FO{0.3322,0.1909,0.1744,0.3026}",8774.859,8776.2774,8909.7941,"Mixture",1094,12,0.688299817184644,"15.45%",316,8,0.4444,23.6363,6.5313,14,43.293,NA,"0.6543","0.1558","0.2381","7e-04","0.0104","0.0197","0.0312","0.0475","0.1193"
"One_class","UCE-4342","TPM3u+F+G4","G4",-4362.0561,-3890.6815,"TPM3u{1.8746,4.0796,1,1.8746,4.0796,1}+F{0.3276,0.2018,0.1613,0.3093}",8778.1122,8779.5306,8913.0473,"Mixture",1094,12,0.688299817184644,"15.45%",316,8,0.4444,23.6362,6.5312,14,43.2918,NA,"0.6547","0.1561","0.2384","7e-04","0.0104","0.0198","0.0312","0.0475","0.1192"
"Mixture","UCE-4327","K2P+G4","G4",-842.2865,-616.9272,"K2P{1,3.1678,1,1,3.1678,1}+G4{0.25,0.25,0.25,0.25}",1830.573,1911.806,2073.8614,"One_class",207,39,0.685990338164251,"14.49%",73,52,0.7647,58.5451,8.4207,114.2891,155.1939,NA,"0.4434","0.1434","0.3234","0","0","0.0048","0.0062","0.0097","0.0357"
"One_class","UCE-4327","K2P+G4","G4",-842.2865,-616.9272,"K2P{1,3.1634,1,1,3.1634,1}+G4{0.25,0.25,0.25,0.25}",1830.5729,1911.806,2073.8614,"One_class",207,39,0.685990338164251,"14.49%",73,56,0.8235,58.5451,8.4207,116.5847,155.1939,NA,"0.4434","0.1435","0.3236","0","0","0.0048","0.0062","0.0097","0.0357"
"Mixture","UCE-4320","K2P+R2","R2",-1509.5384,-1214.0898,"K2P{1,2.5877,1,1,2.5877,1}+R2{0.25,0.25,0.25,0.25}",3207.0768,3305.2086,3547.7344,"One_class",277,47,0.617328519855596,"18.41%",147,54,0.6136,67.2206,8.4908,119.7831,159.9027,NA,"0.8758","0.2596","0.2964","0","0","0.0037","0.0096","0.0115","0.0786"
"One_class","UCE-4320","K2P+R2","R2",-1509.5324,-1214.0898,"K2P{1,2.5889,1,1,2.5889,1}+R2{0.25,0.25,0.25,0.25}",3207.0647,3305.1966,3547.7224,"One_class",277,47,0.617328519855596,"18.41%",147,54,0.6136,67.2224,8.4911,134.7961,159.9089,NA,"0.8736","0.259","0.2965","0","0","0.0037","0.0096","0.0115","0.0788"
"Mixture","UCE-432","HKY+FO+I","I",-898.471,-1377.7302,"HKY{1,3.4564,1,1,3.4564,1}+FO{0.3181,0.2001,0.1817,0.3001}",2044.9421,2190.482,2518.9998,"One_class",338,65,0.869822485207101,"7.10%",113,90,0.7759,88.9074,9.7434,273.7736,247.5816,NA,"0.1945","0.0578","0.2972","0","0","0","0.0016","0.0029","0.0155"
"One_class","UCE-432","HKY+F+I","I",-898.3179,-1377.7302,"HKY{1,3.4405,1,1,3.4405,1}+F{0.3213,0.2091,0.1822,0.2873}",2044.6359,2190.1758,2518.6936,"One_class",338,65,0.869822485207101,"7.10%",113,94,0.8103,88.9131,9.7432,348.8811,247.5159,NA,"0.195","0.0581","0.2979","0","0","0","0.0016","0.0029","0.0155"
"Mixture","UCE-4332","TPM3u+FO+G4","G4",-1408.45,-1133.6153,"TPM3u{2.5477,6.6162,1,2.5477,6.6162,1}+FO{0.2636,0.174,0.1664,0.396}",3030.8999,3173.5666,3415.9311,"Mixture",270,53,0.577777777777778,"22.22%",143,68,0.6939,78.7963,9.7031,172.647,196.2574,NA,"0.6942","0.2265","0.3263","0","0","0.0037","0.0071","0.0092","0.0638"
"One_class","UCE-4332","TPM3u+F+G4","G4",-1410.1842,-1133.6153,"TPM3u{2.1681,6.1133,1,2.1681,6.1133,1}+F{0.2657,0.2115,0.1526,0.3701}",3034.3685,3177.0352,3419.3996,"Mixture",270,53,0.577777777777778,"22.22%",143,68,0.6939,78.7698,9.7003,197.8661,196.1763,NA,"0.7162","0.229","0.3197","0","0","0.0036","0.0069","0.0089","0.0619"
"Mixture","UCE-4338","HKY+FO+R3","R3",-6623.5934,-3191.2196,"HKY{1,3.4318,1,1,3.4318,1}+FO{0.2725,0.2305,0.2232,0.2737}",13329.1867,13335.4486,13508.9105,"Mixture",592,18,0.261824324324324,"63.01%",434,10,0.3333,31.1186,6.2653,15.748,75.5046,NA,"4.661","1.2388","0.2658","0","0.0359","0.0842","0.1411","0.1881","0.7661"
"One_class","UCE-4338","K2P+R3","R3",-6633.5679,-3191.2196,"K2P{1,3.3815,1,1,3.3815,1}+R3{0.25,0.25,0.25,0.25}",13343.1358,13348.4957,13509.7091,"Mixture",592,18,0.261824324324324,"63.01%",434,10,0.3333,31.1327,6.2704,15.748,75.5598,NA,"4.6578","1.2332","0.2648","0","0.0362","0.0852","0.1412","0.1886","0.7532"
"Mixture","UCE-4344","MIX{TIM3+FO,JC+FO}+G","G4",-7026.0843,-5349.4095,"TIM3{1.78011,4.38337,7.40471}+FO{0.346639,0.154228,0.200186,0.298947};JC",14102.1685,14103.462,14225.6256,"One_class",1031,10,0.37439379243453,"41.51%",568,2,0.1429,16.3831,4.5379,4.5826,30.4942,NA,"2.4989","0.8341","0.3338","0.0278","0.0634","0.1028","0.1426","0.1648","0.4279"
"One_class","UCE-4344","TIM3+F+G4","G4",-7029.0204,-5349.4095,"TIM3{1.634,3.5313,1,1.634,5.0689,1}+F{0.3257,0.1723,0.204,0.298}",14106.0408,14107.2337,14224.5597,"One_class",1031,10,0.37439379243453,"41.51%",568,2,0.1429,16.456,4.5561,4.5826,30.6554,NA,"2.4249","0.8001","0.33","0.0284","0.0649","0.1052","0.147","0.1694","0.4507"
"Mixture","UCE-4339","TN+FO+G4","G4",-1371.0918,-845.796,"TN{1,2.9893,1,1,6.9842,1}+FO{0.3119,0.1366,0.2036,0.3479}",2960.1837,3172.3961,3331.5654,"One_class",223,53,0.573991031390135,"19.73%",111,72,0.72,78.7113,9.1709,175.7441,217.8462,NA,"0.9473","0.2213","0.2336","0","0","0.0044","0.0087","0.0133","0.0901"
"One_class","UCE-4339","TN+F+R2","R2",-1366.6158,-845.796,"TN{1,3.3566,1,1,6.3624,1}+F{0.3035,0.1463,0.2133,0.3369}",2953.2316,3171.2673,3328.0205,"One_class",223,53,0.573991031390135,"19.73%",111,66,0.66,78.7316,9.1766,183.363,218.0874,NA,"0.8934","0.2067","0.2314","0","0","0.0047","0.0092","0.0144","0.0923"
"Mixture","UCE-4345","HKY+FO+I+G4","I+G4",-7994.541,-5329.7519,"HKY{1,3.1067,1,1,3.1067,1}+FO{0.332,0.1781,0.1703,0.3196}",16067.0819,16070.3252,16258.5623,"Mixture",1002,18,0.359281437125749,"44.31%",630,6,0.2,32.655,6.5331,21.7256,79.0307,NA,"2.3485","0.6941","0.2956","0.0011","0.0103","0.0283","0.0709","0.0902","0.3288"
"One_class","UCE-4345","HKY+F+I+G4","I+G4",-7997.3167,-5329.7519,"HKY{1,3.157,1,1,3.157,1}+F{0.3338,0.1769,0.1552,0.3341}",16072.6334,16075.8766,16264.1137,"Mixture",1002,18,0.359281437125749,"44.31%",630,6,0.2,32.6645,6.5347,21.7256,79.0486,NA,"2.3387","0.6898","0.295","0.0011","0.0103","0.0283","0.0712","0.0909","0.3297"
"Mixture","UCE-4334","K3P+R2","R2",-2135.9423,-1802.9883,"K3P{1,3.3446,0.4955,0.4955,3.3446,1}+R2{0.25,0.25,0.25,0.25}",4529.8846,4673.2179,5032.6174,"Mixture",364,65,0.620879120879121,"18.68%",209,90,0.7377,91.8518,9.719,172.1366,259.4112,NA,"0.8928","0.2271","0.2544","0","0","0.0028","0.0071","0.0095","0.0609"
"One_class","UCE-4334","K3P+R2","R2",-2136.7349,-1802.9883,"K3P{1,3.4086,0.531,0.531,3.4086,1}+R2{0.25,0.25,0.25,0.25}",4531.4698,4674.8032,5034.2027,"Mixture",364,65,0.620879120879121,"18.68%",209,88,0.7213,91.8452,9.7186,176.8135,259.4249,NA,"0.8914","0.2248","0.2522","0","0","0.0028","0.0071","0.0095","0.065"
"Mixture","UCE-4207","HKY+FO+G4","G4",-7967.7503,-5850.5916,"HKY{1,3.5341,1,1,3.5341,1}+FO{0.2926,0.1934,0.2268,0.2873}",16195.5006,16230.8325,16845.3068,"Mixture",1095,64,0.461187214611872,"38.08%",584,88,0.7213,88.0537,9.3918,184,249.5274,NA,"2.5678","0.9689","0.3773","0","0","0.0079","0.0204","0.0225","0.2914"
"One_class","UCE-4207","HKY+F+G4","G4",-7970.81,-5850.5916,"HKY{1,3.4788,1,1,3.4788,1}+F{0.2814,0.2058,0.2399,0.273}",16201.6199,16236.9519,16851.4262,"Mixture",1095,64,0.461187214611872,"38.08%",584,90,0.7377,88.0672,9.3938,189.6207,249.6395,NA,"2.549","0.9602","0.3767","0","0","0.008","0.0205","0.0227","0.294"
"Mixture","UCE-4335","K2P+G4","G4",-1961.7094,-1454.8895,"K2P{1,3.3155,1,1,3.3155,1}+G4{0.25,0.25,0.25,0.25}",4153.4188,4286.8188,4585.3291,"Mixture",316,61,0.566455696202532,"22.15%",183,66,0.6,85.3365,9.7014,116.4302,238.1444,NA,"1.0229","0.2723","0.2662","0","0","0.0033","0.0091","0.0103","0.1526"
"One_class","UCE-4335","K2P+G4","G4",-1961.7108,-1454.8895,"K2P{1,3.3135,1,1,3.3135,1}+G4{0.25,0.25,0.25,0.25}",4153.4217,4286.8217,4585.332,"Mixture",316,61,0.566455696202532,"22.15%",183,70,0.6364,85.3365,9.7014,117.0684,238.1289,NA,"1.0229","0.2723","0.2662","0","0","0.0033","0.0091","0.0103","0.1526"
"Mixture","UCE-434","TPM2u+FO+G4","G4",-5340.9693,-3873.6272,"TPM2u{0.5297,2.622,0.5297,1,2.622,1}+FO{0.3487,0.1752,0.169,0.3071}",10759.9385,10763.3188,10949.8706,"Mixture",963,18,0.600207684319834,"28.45%",369,6,0.2,33.8002,6.8055,16.3707,82.2221,NA,"1.1447","0.4455","0.3892","0.0016","0.009","0.016","0.0344","0.0478","0.153"
"One_class","UCE-434","TPM2u+F+G4","G4",-5344.3793,-3873.6272,"TPM2u{0.5068,2.6279,0.5068,1,2.6279,1}+F{0.3507,0.1575,0.1612,0.3307}",10766.7586,10770.1389,10956.6907,"Mixture",963,18,0.600207684319834,"28.45%",369,6,0.2,33.8106,6.8076,16.3707,82.2464,NA,"1.1339","0.4424","0.3902","0.0017","0.009","0.0164","0.0347","0.0485","0.1542"
"Mixture","UCE-4343","HKY+FO+R2","R2",-1717.2013,-972.683,"HKY{1,3.0646,1,1,3.0646,1}+FO{0.2997,0.2239,0.177,0.2994}",3632.4026,3798.7892,3967.9207,"Mixture",219,51,0.315068493150685,"29.22%",138,56,0.6222,73.2328,9.2792,128.3861,185.1556,NA,"1.9367","0.2435","0.1257","0","0.0025","0.0049","0.0208","0.0134","0.9068"
"One_class","UCE-4343","HKY+F+R2","R2",-1718.3716,-972.683,"HKY{1,3.1042,1,1,3.1042,1}+F{0.3027,0.2193,0.1561,0.3219}",3634.7433,3801.1299,3970.2614,"Mixture",219,51,0.315068493150685,"29.22%",138,58,0.6444,73.2351,9.2796,104.5132,185.1532,NA,"1.9342","0.2432","0.1257","0","0.0025","0.005","0.0208","0.0137","0.9065"
"Mixture","UCE-4346","K2P+I","I",-765.0802,-607.8023,"K2P{1,3.3855,1,1,3.3855,1}+I{0.25,0.25,0.25,0.25}",1664.1605,1732.6718,1885.4819,"One_class",201,46,0.701492537313433,"12.44%",73,52,0.8387,55.3751,8.4704,106.6583,128.7697,NA,"0.4333","0.1471","0.3395","0","0","0.005","0.0067","0.0067","0.075"
"One_class","UCE-4346","K2P+I","I",-765.0802,-607.8023,"K2P{1,3.3667,1,1,3.3667,1}+I{0.25,0.25,0.25,0.25}",1664.1605,1732.6718,1885.4819,"One_class",201,46,0.701492537313433,"12.44%",73,50,0.8065,55.3751,8.4704,103.1552,128.7637,NA,"0.4333","0.1421","0.3279","0","0","0.005","0.0067","0.0067","0.075"
"Mixture","UCE-4347","K2P+R3","R3",-5183.3705,-2153.207,"K2P{1,3.1126,1,1,3.1126,1}+R3{0.25,0.25,0.25,0.25}",10474.7411,10489.0199,10699.1034,"Mixture",471,26,0.40552016985138,"53.50%",279,18,0.3913,42.549,7.0553,38.9872,110.1949,NA,"3.7708","1.6614","0.4406","0.0037","0.0157","0.0357","0.0769","0.109","0.555"
"One_class","UCE-4347","K2P+R3","R3",-5183.3729,-2153.207,"K2P{1,3.1137,1,1,3.1137,1}+R3{0.25,0.25,0.25,0.25}",10474.7458,10489.0246,10699.1081,"Mixture",471,26,0.40552016985138,"53.50%",279,18,0.3913,42.5523,7.0556,38.9872,110.1953,NA,"3.7698","1.6617","0.4408","0.0037","0.0157","0.0357","0.077","0.109","0.5558"
"Mixture","UCE-4353","MIX{HKY+FO,JC+FO}+I+G","I+G4",-6707.604,-4042.5602,"HKY{4.97058}+FO{0.308449,0.170953,0.187702,0.332896};JC",13467.2079,13469.3384,13585.0107,"Mixture",686,11,0.185131195335277,"62.83%",551,12,0.75,21.2111,5.7022,12.49,37.7096,NA,"4.7543","0.9676","0.2035","0.0314","0.0594","0.2525","0.2427","0.3656","0.6183"
"One_class","UCE-4353","HKY+F+I+G4","I+G4",-6712.5324,-4042.5602,"HKY{1,3.8054,1,1,3.8054,1}+F{0.2965,0.1779,0.2027,0.323}",13475.0648,13477.0345,13588.3368,"Mixture",686,11,0.185131195335277,"62.83%",551,12,0.75,21.3688,5.7373,12.49,37.9451,NA,"4.6108","0.9359","0.203","0.0283","0.0583","0.2545","0.2502","0.3844","0.6416"
"Mixture","UCE-4337","K3Pu+FO+G4","G4",-2026.7749,-1662.6251,"K3Pu{1,4.1198,0.6076,0.6076,4.1198,1}+FO{0.3266,0.2205,0.2016,0.2513}",4311.5497,4453.6684,4814.9894,"One_class",366,63,0.644808743169399,"19.95%",189,72,0.6,90.2338,9.8091,150.5855,255.0279,NA,"0.798","0.202","0.2531","0","0","0.0028","0.0065","0.0089","0.0549"
"One_class","UCE-4337","HKY+F+G4","G4",-2029.1593,-1662.6251,"HKY{1,5.231,1,1,5.231,1}+F{0.3157,0.213,0.2061,0.2653}",4314.3185,4453.6603,4813.8556,"One_class",366,63,0.644808743169399,"19.95%",189,74,0.6167,90.2203,9.808,157.6008,255.0498,NA,"0.8021","0.1944","0.2424","0","0","0.003","0.0065","0.0089","0.0543"
"Mixture","UCE-4349","K2P+G4","G4",-1378.7614,-798.0196,"K2P{1,2.6703,1,1,2.6703,1}+G4{0.25,0.25,0.25,0.25}",2967.5229,3161.0881,3324.33,"Mixture",221,53,0.610859728506787,"19.91%",103,72,0.72,79.8622,9.5138,142.3376,211.5751,NA,"0.9389","0.2741","0.2919","0","0","0.0049","0.0091","0.0104","0.0473"
"One_class","UCE-4349","K2P+G4","G4",-1378.762,-798.0196,"K2P{1,2.6703,1,1,2.6703,1}+G4{0.25,0.25,0.25,0.25}",2967.5241,3161.0893,3324.3311,"Mixture",221,53,0.610859728506787,"19.91%",103,78,0.78,79.8622,9.5138,159.3926,211.5752,NA,"0.9388","0.2741","0.292","0","0","0.0049","0.0091","0.0104","0.0473"
"Mixture","UCE-4360","MIX{TPM3u+FO,JC+FO}+I+G","I+G4",-7746.5388,-4659.9277,"TPM3u{1.91831,6.23588}+FO{0.249475,0.222361,0.214764,0.313401};JC",15567.0777,15570.4779,15743.2987,"Mixture",865,16,0.331791907514451,"56.76%",577,4,0.1538,29.08,6.3616,9.5394,66.3448,NA,"3.2473","1.597","0.4918","0.0048","0.0406","0.0761","0.11","0.1606","0.3418"
"One_class","UCE-4360","K2P+I+G4","I+G4",-7767.3267,-4659.9277,"K2P{1,3.1264,1,1,3.1264,1}+I{0.25,0.25,0.25,0.25}",15598.6534,15601.1918,15751.0607,"Mixture",865,16,0.331791907514451,"56.76%",577,4,0.1538,29.1434,6.3726,9.5394,66.5757,NA,"3.1898","1.5552","0.4876","0.0037","0.0408","0.0726","0.112","0.162","0.358"
"Mixture","UCE-4236","MIX{TN+FO,TNe+FO,TNe+FO}+I+G","I+G4",-6237.8512,-4971.4079,"TN{100,6.05057}+FO{0.0180568,0.00597742,0.15172,0.824246};TNe{1.7047,5.60909}+FQ;TNe{71.487,17.6862}+FQ",12731.7024,12765.0263,13374.4011,"Mixture",1120,59,0.68125,"22.05%",399,80,0.7143,85.61,9.9501,210.0286,205.7428,NA,"3.7582","1.0293","0.2739","0","0.0075","0.021","0.0301","0.043","0.1613"
"One_class","UCE-4236","TN+F+I+G4","I+G4",-6323.0599,-4971.4079,"TN{1,12.0013,1,1,6.7653,1}+F{0.2101,0.2288,0.2412,0.3198}",12890.1198,12920.2221,13502.692,"Mixture",1120,59,0.68125,"22.05%",399,82,0.7321,85.7923,9.9753,266.807,206.9167,NA,"3.46","0.9203","0.266","0","0.0068","0.0215","0.0327","0.0485","0.2157"
"Mixture","UCE-437","MIX{HKY+FO,JC+FO}+G","G4",-6177.4098,-4872.1816,"HKY{3.99689}+FO{0.331195,0.17845,0.170313,0.320042};JC",12400.8197,12401.9171,12514.3779,"One_class",1030,10,0.428155339805825,"33.79%",473,0,0,17.676,5.0445,0,30.8896,NA,"1.5126","0.4654","0.3077","0.0151","0.0334","0.0711","0.0882","0.1131","0.2933"
"One_class","UCE-437","TPM3u+F+G4","G4",-6177.238,-4872.1816,"TPM3u{1.3915,3.4901,1,1.3915,3.4901,1}+F{0.3243,0.1817,0.1836,0.3103}",12400.4759,12401.5733,12514.0341,"One_class",1030,10,0.428155339805825,"33.79%",473,0,0,17.6888,5.0493,0,30.9141,NA,"1.4998","0.4616","0.3078","0.014","0.0333","0.0719","0.089","0.1154","0.2981"
"Mixture","UCE-4348","TPM2+G4","G4",-1318.2708,-1510.0449,"TPM2{0.2485,2.9646,0.2485,1,2.9646,1}+G4{0.25,0.25,0.25,0.25}",2872.5416,2999.0461,3324.7037,"One_class",341,62,0.771260997067449,"12.61%",144,92,0.8214,87.0345,9.862,175.7783,233.1984,NA,"0.4955","0.1006","0.203","0","0","0.0031","0.0043","0.0043","0.0403"
"One_class","UCE-4348","TPM2+G4","G4",-1318.1591,-1510.0449,"TPM2{0.2458,2.9186,0.2458,1,2.9186,1}+G4{0.25,0.25,0.25,0.25}",2872.3182,2998.8227,3324.4803,"One_class",341,62,0.771260997067449,"12.61%",144,88,0.7857,87.0422,9.8631,156.9204,233.1518,NA,"0.4914","0.1107","0.2253","0","0","0.003","0.0043","0.0047","0.0404"
"Mixture","UCE-4367","HKY+FO+G4","G4",-766.3472,-583.2199,"HKY{1,4.3032,1,1,4.3032,1}+FO{0.34,0.1203,0.1652,0.3745}",1700.6944,1840.6944,1972.1075,"Mixture",187,44,0.695187165775401,"14.97%",69,52,0.6842,65.4876,8.8816,89.9667,171.0444,NA,"0.5168","0.168","0.3251","0","0","0.0054","0.0066","0.0056","0.0613"
"One_class","UCE-4367","HKY+F+G4","G4",-767.5296,-583.2199,"HKY{1,4.326,1,1,4.326,1}+F{0.3224,0.1021,0.1909,0.3846}",1703.0592,1843.0592,1974.4724,"Mixture",187,44,0.695187165775401,"14.97%",69,52,0.6842,65.4869,8.8815,89.0505,171.0356,NA,"0.5183","0.1688","0.3257","0","0","0.0054","0.0065","0.0055","0.0616"
"Mixture","UCE-4371","MIX{HKY+FO,JC+FO}+G","G4",-6989.406,-4451.601,"HKY{4.67758}+FO{0.297078,0.150927,0.176538,0.375457};JC",14060.812,14065.1332,14254.8326,"Mixture",839,19,0.401668653158522,"46.60%",508,0,0,33.5846,6.5545,0,79.8863,NA,"2.6416","1.1471","0.4342","0.0014","0.02","0.0406","0.0724","0.1065","0.2603"
"One_class","UCE-4371","TPM3u+F+G4","G4",-7002.0623,-4451.601,"TPM3u{1.4758,3.8529,1,1.4758,3.8529,1}+F{0.3058,0.1493,0.1795,0.3654}",14086.1246,14090.4458,14280.1452,"Mixture",839,19,0.401668653158522,"46.60%",508,0,0,33.6917,6.5739,0,80.194,NA,"2.5345","1.0871","0.4289","0.0015","0.0203","0.0427","0.0755","0.1126","0.2804"
"Mixture","UCE-4388","HKY+FO+I+R2","I+R2",-6207.3145,-4267.1376,"HKY{1,3.9014,1,1,3.9014,1}+FO{0.1932,0.3089,0.3444,0.1536}",12474.6289,12477.2937,12612.3791,"Mixture",729,13,0.227709190672154,"55.83%",557,8,0.4,22.4546,6.1591,12,51.7478,NA,"5.6996","0.9627","0.1689","0.0032","0.0203","0.1031","0.2451","0.3438","1.1385"
"One_class","UCE-4388","HKY+F+I+R2","I+R2",-6209.8691,-4267.1376,"HKY{1,3.9577,1,1,3.9577,1}+F{0.1787,0.3197,0.3388,0.1627}",12479.7381,12482.4029,12617.4883,"Mixture",729,13,0.227709190672154,"55.83%",557,8,0.4,22.4056,6.1563,13.4164,51.8503,NA,"5.6376","0.9497","0.1685","0.0033","0.0203","0.1018","0.2478","0.3428","1.1439"
"Mixture","UCE-4384","TPM3u+FO+R2","R2",-1096.2011,-952.9644,"TPM3u{2.6908,6.5906,1,2.6908,6.5906,1}+FO{0.2849,0.1331,0.2345,0.3475}",2380.4022,2486.7117,2716.1847,"Mixture",263,45,0.726235741444867,"15.21%",106,58,0.6905,69.7747,9.2005,119.95,163.798,NA,"0.5618","0.1807","0.3216","0","0","0.0039","0.0064","0.0081","0.0683"
