"Model","Locus_name","Model_string","Rates","Likelihood","Unconstrained_likelihood","parameters","AIC","AICc","BIC","Best","Length","Ntaxa","Percent_constant","Percent_parsimony_informative","Site_patterns","RF_distance","nRF_distance","wRF_distance","KF_distance","PD_distance","wPD_distance","geodesic_distance","Tree_Length","Sum_int","prop_int","Min.","1st Qu.","Median","Mean","3rd Qu.","Max."
"One_class","UCE-4539","HKY+F+I+G4","I+G4",-9969.7008,-8134.4287,"HKY{1,3.2248,1,1,3.2248,1}+F{0.3278,0.1865,0.1582,0.3275}",19989.4017,19990.4392,20118.2475,"Mixture",1279,11,0.231430805316654,"53.40%",993,2,0.125,18.4449,4.9015,4.2426,35.3182,NA,"3.9788","1.5857","0.3985","0.0372","0.0667","0.1418","0.1972","0.3105","0.4688"
"Mixture","UCE-4542","MIX{TIM3+FO,TPM3u+FO}+G","G4",-7910.6746,-6684.0224,"TIM3{0.176547,0.771677,9.75191}+FO{0.500111,0.266957,0.190243,0.0426889};TPM3u{2.22814,4.3092}+FO{0.210592,0.168806,0.172807,0.447794}",15909.3493,15912.7631,16133.4956,"Mixture",1205,17,0.397510373443983,"38.92%",694,10,0.3571,35.7864,7.3761,14.5602,90.4599,NA,"2.0362","0.7966","0.3912","0.0018","0.0121","0.0271","0.0558","0.0842","0.2161"
"One_class","UCE-4542","TIM3+F+G4","G4",-7937.5124,-6684.0224,"TIM3{1.5527,3.6778,1,1.5527,5.2664,1}+F{0.3434,0.2016,0.1824,0.2727}",15951.0248,15953.5669,16144.6058,"Mixture",1205,17,0.397510373443983,"38.92%",694,10,0.3571,36.0956,7.4412,14.5602,91.4458,NA,"1.7283","0.6411","0.3709","0","0.0118","0.0304","0.0657","0.0946","0.269"
"Mixture","UCE-4500","TPM3u+FO+G4","G4",-8708.8106,-6154.9894,"TPM3u{1.5922,3.6801,1,1.5922,3.6801,1}+FO{0.3021,0.1858,0.191,0.3211}",17667.6212,17702.8167,18283.6884,"Mixture",1021,61,0.392752203721841,"43.58%",693,90,0.7759,90.2769,10.0281,180.161,258.9772,NA,"3.762","1.4431","0.3836","0","0","0.0139","0.0302","0.0377","0.2393"
"One_class","UCE-4500","TPM3u+F+G4","G4",-8717.7546,-6154.9894,"TPM3u{1.9473,4.1204,1,1.9473,4.1204,1}+F{0.3156,0.161,0.1753,0.348}",17685.5091,17720.7047,18301.5764,"Mixture",1021,61,0.392752203721841,"43.58%",693,90,0.7759,90.3412,10.041,176.142,259.6473,NA,"3.5973","1.3765","0.3826","0","0","0.0145","0.0316","0.0398","0.2541"
"Mixture","UCE-4511","K3Pu+FO+I+R3","I+R3",-11902.3154,-5348.5362,"K3Pu{1,2.7189,0.6887,0.6887,2.7189,1}+FO{0.2884,0.2375,0.2269,0.2472}",24066.6307,24112.9279,24692.6515,"Mixture",879,62,0.246871444823663,"70.88%",691,86,0.7288,90.6208,9.7194,222.6836,238.8689,NA,"11.1491","4.5088","0.4044","0","0.0234","0.0566","0.0903","0.1098","0.547"
"One_class","UCE-4511","K3P+I+R3","I+R3",-11922.5944,-5348.5362,"K3P{1,2.6762,0.6963,0.6963,2.6762,1}+I{0.25,0.25,0.25,0.25}",24101.1889,24145.2209,24712.8734,"Mixture",879,62,0.246871444823663,"70.88%",691,86,0.7288,90.3092,9.7242,179.8694,246.4617,NA,"10.9312","4.0762","0.3729","0","0.0239","0.0544","0.0921","0.1126","0.543"
"Mixture","UCE-4518","TPM3u+FO+G4","G4",-7221.8748,-6449.4721,"TPM3u{1.7316,4.636,1,1.7316,4.636,1}+FO{0.3306,0.1494,0.1936,0.3265}",14745.7495,14794.8973,15499.2783,"Mixture",1086,74,0.445672191528545,"33.33%",662,114,0.8028,107.1832,10.7388,300.413,320.2265,NA,"2.1207","0.5802","0.2736","0","0","0.0078","0.0146","0.0168","0.144"
"One_class","UCE-4518","TPM3u+F+G4","G4",-7222.5301,-6449.4721,"TPM3u{1.6688,4.4918,1,1.6688,4.4918,1}+F{0.3198,0.1512,0.2061,0.3229}",14747.0601,14796.2079,15500.5889,"Mixture",1086,74,0.445672191528545,"33.33%",662,114,0.8028,107.1927,10.7391,261.618,320.2532,NA,"2.1191","0.5782","0.2729","0","0","0.0082","0.0146","0.0165","0.1437"
"Mixture","UCE-4535","HKY+FO+G4","G4",-7920.5629,-5814.0905,"HKY{1,3.354,1,1,3.354,1}+FO{0.2848,0.1976,0.2254,0.2922}",16089.1257,16126.1628,16692.8835,"Mixture",962,61,0.432432432432432,"43.04%",640,82,0.7069,89.9432,9.8552,217.7384,262.0222,NA,"3.5356","1.3345","0.3774","0","0","0.0149","0.0296","0.0425","0.1875"
"One_class","UCE-4535","HKY+F+G4","G4",-7925.3193,-5814.0905,"HKY{1,3.3949,1,1,3.3949,1}+F{0.283,0.2015,0.2026,0.3128}",16098.6385,16135.6755,16702.3963,"Mixture",962,61,0.432432432432432,"43.04%",640,80,0.6897,89.6993,9.8461,142.3728,262.4235,NA,"3.5225","1.2864","0.3652","0","0","0.016","0.0297","0.0409","0.1849"
"Mixture","UCE-4549","MIX{HKY+FO,JC+FO}+I+G","I+G4",-7864.836,-7498.8681,"HKY{4.89157}+FO{0.278694,0.198007,0.186722,0.336576};JC",15781.672,15782.7766,15916.0551,"Mixture",1298,11,0.382896764252696,"33.74%",781,4,0.25,22.0084,5.871,6.9282,42.8787,NA,"2.6991","1.0525","0.3899","0.0146","0.0623","0.0916","0.1381","0.2101","0.3593"
"One_class","UCE-4549","TPM2u+F+I+G4","I+G4",-7868.921,-7498.8681,"TPM2u{0.6801,2.3807,0.6801,1,2.3807,1}+F{0.2919,0.1997,0.2039,0.3045}",15789.842,15790.9467,15924.2251,"Mixture",1298,11,0.382896764252696,"33.74%",781,4,0.25,22.0869,5.8909,6.9282,43.0393,NA,"2.6237","1.0211","0.3892","0.0151","0.0627","0.0916","0.1421","0.215","0.3782"
"Mixture","UCE-445","HKY+FO+I+R2","I+R2",-8845.8652,-5775.7939,"HKY{1,2.7958,1,1,2.7958,1}+FO{0.2982,0.2081,0.1769,0.3168}",18055.7305,18146.6063,18932.9735,"Mixture",916,90,0.302401746724891,"46.72%",702,136,0.7907,124.368,11.4045,241.6237,393.6723,NA,"5.7642","1.3054","0.2265","0","0","0.0082","0.0297","0.0227","0.9713"
"One_class","UCE-445","TPM2u+F+G4","G4",-8852.5761,-5775.7939,"TPM2u{0.6667,2.3355,0.6667,1,2.3355,1}+F{0.3355,0.1797,0.1646,0.3203}",18067.1523,18156.9125,18939.5753,"Mixture",916,90,0.302401746724891,"46.72%",702,138,0.8023,124.1061,11.3983,270.8837,394.1327,NA,"5.1999","1.3031","0.2506","0","0","0.0092","0.0329","0.0253","1.2025"
"Mixture","UCE-4536","HKY+FO+I+G4","I+G4",-7403.0326,-5492.3309,"HKY{1,3.2761,1,1,3.2761,1}+FO{0.3183,0.1751,0.193,0.3136}",15040.0651,15073.7794,15606.6591,"Mixture",937,58,0.408751334044824,"42.16%",616,86,0.7963,86.0715,10.231,217.5224,222.207,NA,"3.4005","1.1117","0.3269","0","0","0.0121","0.0305","0.0363","0.4538"
"One_class","UCE-4536","HKY+F+I+G4","I+G4",-7404.0233,-5492.3309,"HKY{1,3.3105,1,1,3.3105,1}+F{0.3273,0.1726,0.1834,0.3167}",15042.0466,15075.7608,15608.6405,"Mixture",937,58,0.408751334044824,"42.16%",616,88,0.8148,86.1901,10.2353,252.2618,222.1289,NA,"3.3875","1.1118","0.3282","0","0","0.0122","0.0306","0.0364","0.4548"
"Mixture","UCE-4524","HKY+FO+G4","G4",-8068.4392,-5962.0976,"HKY{1,3.3251,1,1,3.3251,1}+FO{0.2533,0.1972,0.2558,0.2938}",16408.8784,16451.5146,17077.821,"Mixture",1011,67,0.382789317507418,"37.39%",672,108,0.8438,95.5697,10.1423,199.99,281.9731,NA,"6.6936","0.9899","0.1479","0","1e-04","0.0112","0.0507","0.0342","2.7131"
"One_class","UCE-4524","HKY+F+G4","G4",-8072.031,-5962.0976,"HKY{1,3.3624,1,1,3.3624,1}+F{0.2509,0.1785,0.2581,0.3125}",16416.0621,16458.6983,17085.0046,"Mixture",1011,67,0.382789317507418,"37.39%",672,108,0.8438,95.5548,10.14,193.7473,282.0455,NA,"6.6364","0.9889","0.149","0","1e-04","0.0113","0.0511","0.0343","2.746"
"Mixture","UCE-4553","HKY+FO+G4","G4",-1490.3316,-1002.6457,"HKY{1,4.1108,1,1,4.1108,1}+FO{0.2733,0.2163,0.1571,0.3532}",3132.6632,3199.9276,3400.5976,"Mixture",251,37,0.565737051792829,"24.70%",132,48,0.7059,63.9105,9.7068,95.7706,153.417,NA,"0.9614","0.2872","0.2987","0","0.0041","0.0081","0.0137","0.0169","0.0751"
"One_class","UCE-4553","TN+F+G4","G4",-1489.9622,-1002.6457,"TN{1,3.2572,1,1,4.9196,1}+F{0.2936,0.2117,0.1742,0.3206}",3133.9243,3203.3578,3405.3842,"Mixture",251,37,0.565737051792829,"24.70%",132,48,0.7059,63.9028,9.7056,95.7706,153.3894,NA,"0.9712","0.2905","0.2991","0","0.0041","0.0081","0.0135","0.0168","0.074"
"Mixture","UCE-4547","MIX{HKY+FO,JC+FO}+I+G","I+G4",-8388.3227,-6389.6,"HKY{5.42725}+FO{0.320913,0.155107,0.179736,0.344245};JC",16956.6453,16973.4453,17404.0955,"Mixture",1066,43,0.292682926829268,"44.65%",734,54,0.675,70.6901,9.8688,81.9512,170.3825,NA,"3.228","1.3387","0.4147","0","0.0076","0.0212","0.0381","0.0432","0.3238"
"One_class","UCE-4547","HKY+F+G4","G4",-8401.2833,-6389.6,"HKY{1,3.6775,1,1,3.6775,1}+F{0.3077,0.1779,0.1874,0.327}",16978.5666,16994.5994,17416.0735,"Mixture",1066,43,0.292682926829268,"44.65%",734,54,0.675,70.757,9.8764,84.0357,170.5254,NA,"3.1626","1.319","0.4171","0","0.0075","0.0216","0.0389","0.0442","0.3368"
"Mixture","UCE-453","TPM3u+FO+I+R2","I+R2",-9554.6415,-5630.6059,"TPM3u{1.473,3.5797,1,1.473,3.5797,1}+FO{0.2941,0.1669,0.1865,0.3525}",19427.283,19494.9425,20192.9697,"Mixture",912,79,0.285087719298246,"58.88%",705,120,0.8108,112.2486,10.9376,260.1922,331.8322,NA,"4.8877","1.9503","0.399","0","0","0.0174","0.0324","0.04","0.4143"
"One_class","UCE-453","TN+F+I+R2","I+R2",-9560.3686,-5630.6059,"TN{1,3.6335,1,1,2.5391,1}+F{0.2675,0.1967,0.1819,0.3539}",19438.7372,19506.3968,20204.424,"Mixture",912,79,0.285087719298246,"58.88%",705,110,0.7432,111.8699,10.926,252.3727,332.6685,NA,"4.8885","1.8484","0.3781","0","0","0.0174","0.0324","0.0403","0.4237"
"Mixture","UCE-4519","TPM2u+FO+I+G4","I+G4",-8507.7542,-4961.1162,"TPM2u{0.6228,2.4619,0.6228,1,2.4619,1}+FO{0.3168,0.1915,0.1826,0.3091}",17335.5084,17412.8657,18090.3571,"Mixture",827,81,0.318016928657799,"50.30%",634,138,0.92,114.4874,11.2614,302.9142,344.8129,NA,"4.5582","1.4642","0.3212","0","0","0.0152","0.0294","0.0335","0.3091"
"One_class","UCE-4519","TPM2u+F+I+G4","I+G4",-8508.5527,-4961.1162,"TPM2u{0.5986,2.4224,0.5986,1,2.4224,1}+F{0.3178,0.1883,0.1774,0.3164}",17337.1054,17414.4627,18091.9541,"Mixture",827,81,0.318016928657799,"50.30%",634,140,0.9333,114.7193,11.2771,298.9047,344.5902,NA,"4.4962","1.4837","0.33","0","0","0.0159","0.0298","0.0344","0.286"
"Mixture","UCE-4528","HKY+FO+G4","G4",-7767.9037,-6198.9602,"HKY{1,3.3832,1,1,3.3832,1}+FO{0.2837,0.2287,0.2192,0.2684}",15783.8075,15817.2848,16398.5371,"Mixture",1051,63,0.454804947668887,"39.01%",661,104,0.8966,94.1606,10.5807,220.9751,266.639,NA,"2.8598","1.1274","0.3942","0","0","0.0107","0.0237","0.0276","0.3282"
"One_class","UCE-4528","K2P+G4","G4",-7781.1507,-6198.9602,"K2P{1,3.3038,1,1,3.3038,1}+G4{0.25,0.25,0.25,0.25}",15804.3014,15836.0819,16404.1586,"Mixture",1051,63,0.454804947668887,"39.01%",661,102,0.8793,94.4292,10.5931,215.0349,265.7535,NA,"2.8253","1.198","0.424","0","0","0.0037","0.024","0.0248","0.3321"
"Mixture","UCE-4559","TPM2+R2","R2",-2586.9271,-2018.5338,"TPM2{0.5393,3.8736,0.5393,1,3.8736,1}+R2{0.25,0.25,0.25,0.25}",5419.8543,5535.3997,5907.0579,"One_class",388,61,0.530927835051546,"23.97%",249,96,0.8276,91.0442,10.2805,170.9152,256.1978,NA,"2.101","0.4512","0.2148","0","0.0024","0.0057","0.0176","0.0129","1.0194"
"One_class","UCE-4559","TPM2+R2","R2",-2586.9258,-2018.5338,"TPM2{0.5391,3.8896,0.5391,1,3.8896,1}+R2{0.25,0.25,0.25,0.25}",5419.8515,5535.397,5907.0552,"One_class",388,61,0.530927835051546,"23.97%",249,96,0.8276,91.0438,10.2806,177.9157,256.2033,NA,"2.1003","0.4511","0.2148","0","0.0024","0.0057","0.0177","0.0129","1.0199"
"Mixture","UCE-4546","TPM3u+FO+R3","R3",-9817.8407,-6323.5619,"TPM3u{1.6145,4.4013,1,1.6145,4.4013,1}+FO{0.305,0.1847,0.2105,0.2998}",19871.6813,19903.8509,20449.8487,"Mixture",992,56,0.256048387096774,"56.25%",799,58,0.5472,86.0049,9.9598,115.113,247.5098,NA,"4.0128","1.719","0.4284","0","0.0066","0.0166","0.0361","0.0415","0.3645"
"One_class","UCE-4546","TPM3u+F+G4","G4",-9830.4103,-6323.5619,"TPM3u{1.5816,4.3552,1,1.5816,4.3552,1}+F{0.3246,0.1778,0.218,0.2796}",19890.8207,19921.2773,20454.2888,"Mixture",992,56,0.256048387096774,"56.25%",799,58,0.5472,85.99,9.9685,118,247.8772,NA,"3.9306","1.7131","0.4358","0","0.007","0.0145","0.0368","0.0425","0.3801"
"Mixture","UCE-4550","HKY+FO+G4","G4",-6783.8979,-5985.0088,"HKY{1,4.4897,1,1,4.4897,1}+FO{0.295,0.1761,0.22,0.3089}",13815.7958,13847.7216,14435.7242,"Mixture",1096,61,0.514598540145985,"32.21%",595,74,0.6379,91.3975,10.056,136.6967,264.4524,NA,"1.8924","0.7594","0.4013","0","0","0.008","0.0158","0.0221","0.1332"
"One_class","UCE-4550","HKY+F+G4","G4",-6785.5162,-5985.0088,"HKY{1,4.5274,1,1,4.5274,1}+F{0.2921,0.1809,0.2058,0.3212}",13819.0323,13850.9582,14438.9607,"Mixture",1096,61,0.514598540145985,"32.21%",595,72,0.6207,91.4033,10.0567,136.2278,264.4842,NA,"1.8852","0.7574","0.4018","0","0","0.008","0.0159","0.0222","0.1334"
"Mixture","UCE-4534","HKY+FO+I+R2","I+R2",-8322.1934,-6225.552,"HKY{1,3.8722,1,1,3.8722,1}+FO{0.3442,0.1891,0.1781,0.2886}",16952.3869,17010.3942,17704.7554,"Mixture",978,76,0.368098159509202,"44.79%",732,116,0.8056,108.8156,11.0225,243.9139,309.9272,NA,"4.0145","1.4293","0.356","0","0","0.0137","0.0272","0.0387","0.2564"
"One_class","UCE-4534","HKY+F+I+R2","I+R2",-8323.8253,-6225.552,"HKY{1,3.8767,1,1,3.8767,1}+F{0.3521,0.1759,0.1821,0.2899}",16955.6507,17013.658,17708.0192,"Mixture",978,76,0.368098159509202,"44.79%",732,114,0.7917,108.8096,11.023,259.1756,309.9644,NA,"4.0012","1.4217","0.3553","0","0","0.0138","0.0273","0.0389","0.2562"
"Mixture","UCE-4566","MIX{TPM2u+FO,K80+FO,F81+FO,JC+FO}+R2","R2",-11195.637,-8771.9033,"TPM2u{0.39033,0.669356}+FO{0.56456,0.109874,0.188735,0.13683};K2P{4.76986}+FQ;F81+FO{0.183729,0.250784,0.12928,0.436207};JC",22461.274,22463.229,22642.8948,"One_class",1325,12,0.158490566037736,"56.91%",1072,8,0.4444,25.8703,6.471,10.5357,51.3446,NA,"6.8923","1.6888","0.245","0","0.0554","0.1313","0.237","0.3157","1.3819"
"One_class","UCE-4566","TPM2u+F+R2","R2",-11217.7339,-8771.9033,"TPM2u{0.6829,2.0497,0.6829,1,2.0497,1}+F{0.3026,0.2093,0.1846,0.3036}",22491.4678,22492.7209,22636.7645,"One_class",1325,12,0.158490566037736,"56.91%",1072,6,0.3333,25.1135,6.3683,8.9443,54.5442,NA,"4.9765","1.3601","0.2733","0.0024","0.0405","0.1307","0.3282","0.3254","2.6438"
"Mixture","UCE-4552","TPM3u+FO+G4","G4",-8858.2384,-6553.3187,"TPM3u{1.4903,4.1303,1,1.4903,4.1303,1}+FO{0.2844,0.2032,0.2182,0.2942}",18002.4768,18047.6843,18711.9421,"Mixture",1055,70,0.354502369668246,"46.16%",750,118,0.8806,101.9351,10.4819,254.4013,292.2751,NA,"3.1345","1.0706","0.3416","0","0","0.0092","0.0227","0.0226","0.3958"
"One_class","UCE-4552","TPM3u+F+G4","G4",-8860.5373,-6553.3187,"TPM3u{1.5963,4.2895,1,1.5963,4.2895,1}+F{0.2858,0.2001,0.2048,0.3092}",18007.0746,18052.2821,18716.5399,"Mixture",1055,70,0.354502369668246,"46.16%",750,118,0.8806,101.9716,10.4857,296.9596,292.421,NA,"3.1069","1.0664","0.3432","0","0","0.0088","0.0229","0.0231","0.3998"
"Mixture","UCE-4569","MIX{HKY+FO,TPM3u+FO}+G","G4",-8257.9703,-7275.9763,"HKY{3.02762}+FO{0.192737,0.225786,0.186653,0.394824};TPM3u{10.5948,9.35035}+FO{0.413026,0.0636461,0.156504,0.366824}",16587.9405,16590.1064,16773.1392,"Mixture",1267,14,0.371744277821626,"38.75%",817,4,0.1818,29.2654,6.9942,8.544,69.627,NA,"4.2689","1.4136","0.3311","0.0021","0.0192","0.0683","0.1458","0.244","0.5535"
"One_class","UCE-4569","TPM3u+F+G4","G4",-8277.7793,-7275.9763,"TPM3u{1.7873,4.2633,1,1.7873,4.2633,1}+F{0.2773,0.1535,0.1665,0.4027}",16617.5586,16619.165,16777.0352,"Mixture",1267,14,0.371744277821626,"38.75%",817,6,0.2727,29.8942,7.116,9.6437,71.1652,NA,"3.6444","1.1838","0.3248","0.0024","0.02","0.0768","0.1708","0.2842","0.6864"
"Mixture","UCE-4532","TPM2u+FO+I+G4","I+G4",-10637.5527,-6297.5643,"TPM2u{0.7658,2.8368,0.7658,1,2.8368,1}+FO{0.3642,0.1758,0.1801,0.2799}",21623.1054,21699.4212,22472.2923,"Mixture",973,85,0.277492291880781,"52.31%",790,88,0.5366,120.5273,11.1471,209.2176,374.2704,NA,"4.6035","1.5629","0.3395","0","0.0019","0.0165","0.0275","0.0316","0.3256"
"One_class","UCE-4532","HKY+F+I+G4","I+G4",-10649.2622,-6297.5643,"HKY{1,3.2487,1,1,3.2487,1}+F{0.3428,0.2044,0.1923,0.2605}",21644.5244,21719.8736,22488.8309,"Mixture",973,85,0.277492291880781,"52.31%",790,90,0.5488,120.5438,11.1487,206.0728,374.3746,NA,"4.5865","1.5528","0.3386","0","0.0013","0.0164","0.0276","0.0315","0.3306"
"Mixture","UCE-4573","HKY+FO+R2","R2",-1038.0289,-754.3668,"HKY{1,4.7271,1,1,4.7271,1}+FO{0.2899,0.186,0.1927,0.3314}",2262.0578,2395.5235,2579.7552,"Mixture",225,46,0.671111111111111,"14.67%",88,68,0.8095,75.4019,10.6426,138.6146,180.8026,NA,"0.6429","0.205","0.3189","0","0","0.0053","0.0074","0.0102","0.0531"
"One_class","UCE-4573","HKY+F+R2","R2",-1038.2704,-754.3668,"HKY{1,4.7051,1,1,4.7051,1}+F{0.2865,0.1971,0.1818,0.3346}",2262.5408,2396.0064,2580.2381,"Mixture",225,46,0.671111111111111,"14.67%",88,68,0.8095,75.4023,10.6427,115.6806,180.8046,NA,"0.6421","0.2046","0.3186","0","0","0.0053","0.0074","0.0102","0.0534"
"Mixture","UCE-4544","TN+FO+I+G4","I+G4",-9521.6868,-6398.8389,"TN{1,2.5819,1,1,3.8694,1}+FO{0.3042,0.2072,0.2301,0.2585}",19287.3736,19319.9954,19891.2561,"Mixture",1043,59,0.378715244487057,"50.14%",718,98,0.875,90.1291,10.0805,198.3028,247.4869,NA,"4.0464","1.5557","0.3845","0","0.0063","0.0205","0.0344","0.0499","0.3502"
"One_class","UCE-4544","K3Pu+F+I+G4","I+G4",-9527.5826,-6398.8389,"K3Pu{1,2.8371,0.7539,0.7539,2.8371,1}+F{0.2996,0.2089,0.2009,0.2907}",19299.1652,19331.7869,19903.0477,"Mixture",1043,59,0.378715244487057,"50.14%",718,100,0.8929,90.9436,10.1612,197.4183,247.103,NA,"3.9558","1.5634","0.3952","0","0.0073","0.0192","0.0352","0.0495","0.4101"
"Mixture","UCE-4557","TPM2u+FO+I+G4","I+G4",-9647.1323,-5866.899,"TPM2u{0.6845,2.5256,0.6845,1,2.5256,1}+FO{0.334,0.2094,0.1657,0.2909}",19510.2645,19538.665,20033.3895,"Mixture",938,52,0.232409381663113,"60.66%",748,72,0.7347,80.6619,10.0522,187.1443,218.1699,NA,"5.143","1.7815","0.3464","0","0.0105","0.0279","0.0509","0.0767","0.3071"
"One_class","UCE-4557","TPM2u+F+I+G4","I+G4",-9648.1397,-5866.899,"TPM2u{0.674,2.4986,0.674,1,2.4986,1}+F{0.3429,0.2103,0.1681,0.2788}",19512.2794,19540.6799,20035.4044,"Mixture",938,52,0.232409381663113,"60.66%",748,70,0.7143,80.6676,10.0529,177.4148,218.1302,NA,"5.1363","1.7786","0.3463","0","0.0104","0.028","0.0509","0.0765","0.3073"
"Mixture","UCE-4570","MIX{HKY+FO,HKY+FO}+R3","R3",-10054.6647,-8057.6997,"HKY{2.21708}+FO{0.450395,0.152608,0.222415,0.174582};HKY{3.01189}+FO{0.194651,0.217086,0.162325,0.425937}",20177.3295,20179.2168,20353.0087,"Mixture",1296,12,0.250771604938272,"52.62%",963,4,0.2222,23.6713,5.8294,7.2111,55.5662,NA,"5.5386","2.6402","0.4767","0.0141","0.0433","0.2462","0.2401","0.3033","0.5739"
"One_class","UCE-4570","HKY+F+R3","R3",-10072.8608,-8057.6997,"HKY{1,3.1797,1,1,3.1797,1}+F{0.3137,0.2005,0.1906,0.2951}",20203.7216,20205.096,20353.5657,"Mixture",1296,12,0.250771604938272,"52.62%",963,4,0.2222,24.0968,5.9353,7.2111,57.109,NA,"5.0426","2.2777","0.4517","0.013","0.0445","0.2455","0.2637","0.3582","0.6487"
"Mixture","UCE-4555","TPM3u+FO+G4","G4",-6831.9389,-5144.8122,"TPM3u{1.468,3.6021,1,1.468,3.6021,1}+FO{0.3306,0.1685,0.1834,0.3175}",13901.8777,13939.5558,14470.4176,"Mixture",878,58,0.38496583143508,"44.76%",596,88,0.8,88.1901,10.4873,190.4626,233.8099,NA,"3.307","1.2371","0.3741","0","0","0.0142","0.0278","0.0321","0.2365"
"One_class","UCE-4555","TVM+F+G4","G4",-6837.6652,-5144.8122,"TVM{1.2272,3.162,0.6165,1.9699,3.162,1}+F{0.3609,0.1341,0.1614,0.3436}",13917.3304,13956.3833,14495.4257,"Mixture",878,58,0.38496583143508,"44.76%",596,90,0.8182,88.5087,10.5089,156.6269,233.8424,NA,"3.1424","1.2448","0.3961","0","0","0.0146","0.0293","0.0342","0.252"
"Mixture","UCE-4574","MIX{HKY+FO,JC+FO,K80+FO,F81+FO}+I+R2","I+R2",-11769.7312,-8038.9116,"HKY{3.69779}+FO{0.494635,0.124178,0.15649,0.224697};JC;K2P{4.57525}+FQ;F81+FO{0.0629296,0.160553,0.0663508,0.710167}",23633.4624,23637.0634,23876.4942,"One_class",1301,18,0.265180630284397,"57.26%",972,6,0.2,34.8983,6.9187,10.4403,82.8856,NA,"4.93","2.2816","0.4628","0.0034","0.0236","0.0651","0.1289","0.1425","0.4728"
"One_class","UCE-4574","HKY+F+I+R2","I+R2",-11791.0988,-8038.9116,"HKY{1,3.1853,1,1,3.1853,1}+F{0.3217,0.1912,0.1984,0.2887}",23662.1977,23664.8008,23869.0332,"One_class",1301,18,0.265180630284397,"57.26%",972,6,0.2,35.5527,7.0376,10.4403,85.309,NA,"4.2544","1.8513","0.4351","0.0028","0.0266","0.0633","0.1494","0.1627","0.6078"
"Mixture","UCE-4562","HKY+FO+G4","G4",-5737.6998,-4697.251,"HKY{1,3.2543,1,1,3.2543,1}+FO{0.2528,0.23,0.2238,0.2934}",11727.3997,11774.4644,12318.7585,"One_class",807,62,0.441140024783147,"39.16%",519,92,0.7797,91.9886,10.2824,170,246.8815,NA,"3.2411","1.1822","0.3648","0","0","0.0128","0.0257","0.0265","0.3089"
"One_class","UCE-4562","K2P+G4","G4",-5746.7941,-4697.251,"K2P{1,3.1483,1,1,3.1483,1}+G4{0.25,0.25,0.25,0.25}",11739.5882,11784.2499,12316.867,"One_class",807,62,0.441140024783147,"39.16%",519,92,0.7797,92.0609,10.2912,178.3844,248.4434,NA,"3.1113","1.1061","0.3555","0","0","0.0126","0.0268","0.0277","0.3457"
"Mixture","UCE-4586","MIX{K3P,JC+FO}+I+G","I+G4",-12307.2866,-8356.1906,"K3P{3.84691,0.610063}+FQ;JC",24694.5732,24697.0924,24902.6796,"Mixture",1343,19,0.265822784810127,"53.24%",988,10,0.3125,36.6807,7.0643,16.1864,92.0556,NA,"5.3915","1.4918","0.2767","0.0125","0.0319","0.0612","0.1495","0.1464","1.2765"
"One_class","UCE-4586","K3P+I+G4","I+G4",-12316.0179,-8356.1906,"K3P{1,2.75,0.7393,0.7393,2.75,1}+I{0.25,0.25,0.25,0.25}",24710.0358,24712.4303,24912.9396,"Mixture",1343,19,0.265822784810127,"53.24%",988,10,0.3125,36.7036,7.0808,16.1864,92.413,NA,"5.2308","1.4594","0.279","0.0106","0.0317","0.0586","0.154","0.1469","1.3374"
"Mixture","UCE-4540","HKY+FO+I+R2","I+R2",-10223.7747,-5960.9713,"HKY{1,2.9446,1,1,2.9446,1}+FO{0.2642,0.2444,0.2028,0.2886}",20755.5494,20816.5979,21501.3226,"One_class",937,78,0.24332977588047,"59.87%",762,120,0.8333,113.66,11.2995,340.4203,332.6417,NA,"6.5311","1.5899","0.2434","0","0","0.007","0.046","0.0307","2.4831"
"One_class","UCE-4540","HKY+F+I+R2","I+R2",-10222.2834,-5960.9713,"HKY{1,2.9718,1,1,2.9718,1}+F{0.2745,0.2294,0.206,0.29}",20752.5667,20813.6153,21498.34,"One_class",937,78,0.24332977588047,"59.87%",762,124,0.8611,113.6512,11.293,388.9473,333.2262,NA,"6.7658","1.5967","0.236","0","0","0.0071","0.0444","0.0351","2.2723"
"Mixture","UCE-4558","HKY+FO+I+G4","I+G4",-9668.9373,-6428.654,"HKY{1,3.4166,1,1,3.4166,1}+FO{0.3508,0.1759,0.1667,0.3066}",19551.8746,19575.555,20085.6349,"Mixture",1084,53,0.341328413284133,"50.18%",746,70,0.7143,81.6685,9.8565,173.7786,223.0073,NA,"3.9488","1.7555","0.4446","0","0","0.0178","0.0381","0.0468","0.3432"
"One_class","UCE-4558","TN+F+I+G4","I+G4",-9667.7485,-6428.654,"TN{1,2.9037,1,1,4.035,1}+F{0.368,0.1691,0.1773,0.2857}",19551.497,19575.6447,20090.2457,"Mixture",1084,53,0.341328413284133,"50.18%",746,74,0.7551,81.9163,9.8697,151.1125,224.7187,NA,"3.8512","1.6794","0.4361","0","0","0.0192","0.0391","0.0471","0.3713"
