"Model","Locus_name","Model_string","Rates","Likelihood","Unconstrained_likelihood","parameters","AIC","AICc","BIC","Best","Length","Ntaxa","Percent_constant","Percent_parsimony_informative","Site_patterns","RF_distance","nRF_distance","wRF_distance","KF_distance","PD_distance","wPD_distance","geodesic_distance","Tree_Length","Sum_int","prop_int","Min.","1st Qu.","Median","Mean","3rd Qu.","Max."
"Mixture","UCE-5035","TVM+FO+I+G4","I+G4",-12085.1634,-10691.5306,"TVM{0.8191,2.9937,0.7113,1.8236,2.9937,1}+FO{0.3019,0.194,0.1899,0.3142}",24522.3267,24565.9876,25469.2518,"Mixture",1604,85,0.443890274314214,"37.84%",1103,130,0.7927,121.4162,11.1339,247.5399,352.2495,NA,"8.1759","2.9923","0.366","0","0","0.0236","0.0478","0.065","0.3848"
"One_class","UCE-5035","TVM+F+I+G4","I+G4",-12094.7969,-10691.5306,"TVM{0.6367,2.6123,0.567,1.7245,2.6123,1}+F{0.3357,0.1912,0.1714,0.3018}",24541.5938,24585.2546,25488.5188,"Mixture",1604,85,0.443890274314214,"37.84%",1103,134,0.8171,121.7684,11.1537,247.4065,352.9603,NA,"7.9894","2.9286","0.3666","0","0","0.0241","0.049","0.0666","0.3961"
"Mixture","UCE-5153","MIX{HKY+FO,JC+FO}+R2","R2",-8525.2518,-7757.3611,"HKY{3.97854}+FO{0.366414,0.164407,0.135977,0.333202};JC",17102.5036,17103.5413,17238.4794,"Mixture",1380,11,0.418840579710145,"32.75%",810,4,0.25,19.7785,5.2211,7.4833,39.4421,NA,"2.3854","0.5846","0.2451","0.019","0.0367","0.1025","0.122","0.1542","0.3705"
"One_class","UCE-5153","TPM3u+F+R2","R2",-8528.0028,-7757.3611,"TPM3u{1.3715,3.2978,1,1.3715,3.2978,1}+F{0.3478,0.1741,0.1518,0.3263}",17108.0056,17109.0433,17243.9814,"Mixture",1380,11,0.418840579710145,"32.75%",810,4,0.25,19.8546,5.2376,7.4833,39.5695,NA,"2.318","0.5659","0.2441","0.0166","0.0371","0.1043","0.1255","0.1565","0.3874"
"Mixture","UCE-5148","MIX{K2P,JC+FO}+I+G","I+G4",-10787.2632,-9977.4241,"K2P{4.68235}+FQ;JC",21648.5265,21650.2073,21849.9853,"Mixture",1711,18,0.478082992402104,"34.95%",968,8,0.2667,37.4333,7.7634,17.2047,93.6365,NA,"2.6599","0.9503","0.3573","0","0.0256","0.0459","0.0795","0.0886","0.4345"
"One_class","UCE-5148","K2P+I+G4","I+G4",-10791.1242,-9977.4241,"K2P{1,3.4582,1,1,3.4582,1}+I{0.25,0.25,0.25,0.25}",21654.2484,21655.8398,21850.2624,"Mixture",1711,18,0.478082992402104,"34.95%",968,10,0.3333,37.4731,7.7693,19.0788,93.7304,NA,"2.623","0.9363","0.357","0","0.0257","0.0461","0.0806","0.0904","0.448"
"Mixture","UCE-5095","MIX{TPM3u+FO,K81u+FO}+G","G4",-10252.0193,-9453.0273,"TPM3u{1.7403,4.51122}+FO{0.292021,0.214371,0.186593,0.307016};K3Pu{1.49635,0.0228674}+FO{0.493629,0.0221309,0.0264008,0.457839}",20878.0386,20934.5141,21863.0658,"One_class",1433,89,0.440334961618981,"38.52%",1002,122,0.7093,126.4493,11.3891,288.0139,395.6666,NA,"3.615","1.4866","0.4112","0","0","0.0085","0.0192","0.0202","0.2221"
"One_class","UCE-5095","TPM3u+F+G4","G4",-10273.496,-9453.0273,"TPM3u{1.7542,4.0236,1,1.7542,4.0236,1}+F{0.3239,0.1779,0.1526,0.3456}",20908.992,20961.6571,21862.4141,"One_class",1433,89,0.440334961618981,"38.52%",1002,128,0.7442,126.6633,11.4147,279.9607,397.4967,NA,"3.3534","1.3419","0.4002","0","2e-04","0.0094","0.0207","0.0211","0.256"
"Mixture","UCE-5157","MIX{TPM2u+FO,JC+FO}+I+G","I+G4",-9622.0949,-8317.2002,"TPM2u{0.68738,3.98243}+FO{0.337258,0.212903,0.174415,0.275424};JC",19302.1899,19303.448,19454.5405,"Mixture",1413,12,0.384288747346072,"41.05%",876,4,0.2222,23.6547,6.7325,9.1652,44.7382,NA,"3.7297","1.1126","0.2983","0.0154","0.0625","0.1066","0.1698","0.2182","0.722"
"One_class","UCE-5157","TVM+F+I+G4","I+G4",-9623.5939,-8317.2002,"TVM{0.9549,3.0041,0.5829,1.4395,3.0041,1}+F{0.3226,0.2068,0.1882,0.2824}",19307.1878,19308.5336,19464.7919,"Mixture",1413,12,0.384288747346072,"41.05%",876,4,0.2222,23.8084,6.7876,9.1652,45.1035,NA,"3.5651","1.0584","0.2969","0.0126","0.062","0.1137","0.1776","0.2285","0.7732"
"Mixture","UCE-5141","TPM2u+FO+G4","G4",-8809.9828,-9996.8329,"TPM2u{0.6973,2.7021,0.6973,1,2.7021,1}+FO{0.324,0.1723,0.1906,0.3131}",17837.9656,17854.3902,18422.0781,"Mixture",1570,53,0.470063694267516,"30.13%",977,64,0.64,79.012,9.4389,124.6274,222.1899,NA,"3.4227","1.5054","0.4398","0","0","0.015","0.0336","0.0333","0.4099"
"One_class","UCE-5141","TPM3u+F+G4","G4",-8821.5254,-9996.8329,"TPM3u{1.5234,4.0435,1,1.5234,4.0435,1}+F{0.3156,0.1492,0.1824,0.3527}",17861.0508,17877.4755,18445.1634,"Mixture",1570,53,0.470063694267516,"30.13%",977,64,0.64,78.9314,9.4301,123.418,222.2682,NA,"3.4621","1.4899","0.4303","0","0.0015","0.0153","0.0332","0.0352","0.4071"
"Mixture","UCE-5161","HKY+FO+I+G4","I+G4",-10674.9836,-11284.5375,"HKY{1,3.6071,1,1,3.6071,1}+FO{0.2793,0.1816,0.1995,0.3395}",21395.9672,21396.614,21521.4657,"Mixture",1731,10,0.328134026574235,"42.11%",1204,4,0.2857,16.6906,5.0622,6.0828,32.0869,NA,"4.1226","1.5686","0.3805","0.0305","0.0928","0.1566","0.2417","0.3689","0.7237"
"One_class","UCE-5161","HKY+F+I+G4","I+G4",-10675.4541,-11284.5375,"HKY{1,3.5973,1,1,3.5973,1}+F{0.2855,0.1811,0.1962,0.3372}",21396.9082,21397.555,21522.4067,"Mixture",1731,10,0.328134026574235,"42.11%",1204,4,0.2857,16.7035,5.0661,6.0828,32.1146,NA,"4.1092","1.5623","0.3802","0.0304","0.0926","0.1567","0.2425","0.3715","0.7263"
"Mixture","UCE-5162","TPM3u+FO+I+G4","I+G4",-8780.1092,-8856.8085,"TPM3u{1.6097,3.957,1,1.6097,3.957,1}+FO{0.2858,0.1938,0.1902,0.3302}",17608.2184,17609.0409,17735.4783,"Mixture",1484,10,0.389487870619946,"35.38%",899,4,0.2857,18.7711,5.2135,6.3246,35.6515,NA,"2.5007","0.8044","0.3217","0.0129","0.0516","0.1181","0.1458","0.1898","0.4082"
"One_class","UCE-5162","TVM+F+I+G4","I+G4",-8777.6889,-8856.8085,"TVM{1.1924,3.6995,0.8354,2.1031,3.6995,1}+F{0.3041,0.1877,0.1726,0.3356}",17607.3779,17608.3415,17745.2428,"Mixture",1484,10,0.389487870619946,"35.38%",899,4,0.2857,18.7896,5.2179,6.3246,35.6903,NA,"2.4787","0.7972","0.3216","0.0136","0.0515","0.1166","0.1471","0.1897","0.4124"
"Mixture","UCE-5125","TPM2u+FO+I+G4","I+G4",-12401.9759,-10571.7743,"TPM2u{0.7323,2.4832,0.7323,1,2.4832,1}+FO{0.3007,0.2055,0.2063,0.2875}",25083.9519,25111.4067,25834.9884,"Mixture",1579,68,0.362254591513616,"42.56%",1141,82,0.6308,98.1131,10.2317,156.6525,279.9623,NA,"5.2282","1.9056","0.3645","0","0.0088","0.0186","0.0382","0.0513","0.3626"
"One_class","UCE-5125","TPM2u+F+I+G4","I+G4",-12405.5349,-10571.7743,"TPM2u{0.681,2.4055,0.681,1,2.4055,1}+F{0.3101,0.191,0.1988,0.3001}",25091.0699,25118.5247,25842.1065,"Mixture",1579,68,0.362254591513616,"42.56%",1141,78,0.6,98.3911,10.2505,186.6333,280.0132,NA,"5.0851","1.8876","0.3712","0","0.0087","0.0177","0.0393","0.0532","0.388"
"Mixture","UCE-5146","TIM2+FO+I+R2","I+R2",-11529.6946,-9089.0026,"TIM2{0.7048,3.0184,0.7048,1,2.1885,1}+FO{0.3033,0.1978,0.1692,0.3298}",23275.3892,23292.9071,23845.7789,"Mixture",1453,51,0.364074328974535,"45.77%",1007,72,0.75,78.7129,9.3117,116.2841,208.8066,NA,"4.8726","2.6453","0.5429","0","0","0.0207","0.0491","0.0625","0.4188"
"One_class","UCE-5146","TIM2+F+I+R2","I+R2",-11531.7163,-9089.0026,"TIM2{0.681,2.9013,0.681,1,2.2262,1}+F{0.3134,0.1857,0.1685,0.3324}",23279.4325,23296.9504,23849.8222,"Mixture",1453,51,0.364074328974535,"45.77%",1007,68,0.7083,78.7048,9.3132,115.8534,208.794,NA,"4.8596","2.6569","0.5467","0","0","0.0209","0.0492","0.0626","0.42"
"Mixture","UCE-513","TPM2u+FO+I+G4","I+G4",-9750.3148,-7914.283,"TPM2u{0.7447,2.9413,0.7447,1,2.9413,1}+FO{0.3104,0.1811,0.2019,0.3066}",19836.6296,19885.5813,20708.9162,"Mixture",1329,82,0.522197140707299,"30.78%",766,118,0.7468,118.3404,11.2357,176.4455,362.9476,NA,"3.2161","1.0221","0.3178","0","0.0032","0.0108","0.02","0.0257","0.1712"
"One_class","UCE-513","HKY+F+I+G4","I+G4",-9756.5096,-7914.283,"HKY{1,3.4032,1,1,3.4032,1}+F{0.2954,0.1861,0.2258,0.2927}",19847.0192,19895.35,20714.1137,"Mixture",1329,82,0.522197140707299,"30.78%",766,118,0.7468,118.2935,11.2333,180.6571,362.9094,NA,"3.2267","1.0043","0.3112","0","0.003","0.0109","0.02","0.0257","0.1713"
"Mixture","UCE-5133","TPM2u+FO+I+G4","I+G4",-11055.37,-9261.9115,"TPM2u{0.7318,2.6537,0.7318,1,2.6537,1}+FO{0.3392,0.2025,0.1541,0.3042}",22366.74,22392.6006,23038.5486,"Mixture",1406,62,0.349928876244666,"40.97%",1037,88,0.7458,92.7558,10.2134,131.746,268.5513,NA,"4.1776","1.5793","0.378","0","0.0055","0.0187","0.0344","0.0418","0.4012"
"One_class","UCE-5133","TN+F+I+G4","I+G4",-11062.789,-9261.9115,"TN{1,2.8043,1,1,3.527,1}+F{0.3386,0.201,0.1794,0.2809}",22381.5781,22407.4387,23053.3866,"Mixture",1406,62,0.349928876244666,"40.97%",1037,90,0.7627,92.5703,10.2042,133.3417,268.6945,NA,"4.1603","1.4788","0.3555","0","0.0041","0.0186","0.0345","0.0397","0.4028"
"Mixture","UCE-516","HKY+FO+I+G4","I+G4",-10903.9843,-9876.5747,"HKY{1,3.6708,1,1,3.6708,1}+FO{0.2885,0.1862,0.2323,0.293}",21977.9685,21987.6379,22434.9717,"Mixture",1598,41,0.454317897371715,"34.61%",990,38,0.5,69.6751,9.3879,95.8749,202.9348,NA,"3.0925","1.211","0.3916","0","0.0068","0.0217","0.039","0.0514","0.3648"
"One_class","UCE-516","HKY+F+I+G4","I+G4",-10908.5033,-9876.5747,"HKY{1,3.706,1,1,3.706,1}+F{0.3067,0.1761,0.2177,0.2995}",21987.0066,21996.6759,22444.0098,"Mixture",1598,41,0.454317897371715,"34.61%",990,38,0.5,69.7733,9.3942,76.9415,203.003,NA,"3.0791","1.2146","0.3945","0","0.0068","0.0207","0.0391","0.0516","0.3627"
"Mixture","UCE-5165","MIX{HKY+FO,TPM3u+FO}+I+R2","I+R2",-12434.8788,-9210.2205,"HKY{9.73747}+FO{0.295786,0.259496,0.190967,0.25375};TPM3u{1.71031,2.54495}+FO{0.263484,0.164844,0.203665,0.368007}",25113.7576,25136.8793,25755.3698,"Mixture",1421,56,0.338494018296974,"47.01%",1031,62,0.5849,85.5755,9.9204,125.2038,229.5462,NA,"5.6805","2.2594","0.3977","0","0.0114","0.0394","0.05","0.0621","0.4299"
"One_class","UCE-5165","HKY+F+I+R2","I+R2",-12461.6677,-9210.2205,"HKY{1,3.3896,1,1,3.3896,1}+F{0.2806,0.2024,0.1938,0.3231}",25155.3353,25176.1513,25765.3928,"Mixture",1421,56,0.338494018296974,"47.01%",1031,62,0.5849,85.731,9.9431,129.9654,230.4719,NA,"5.4512","2.1396","0.3925","0","0.0117","0.0405","0.0521","0.0639","0.486"
"Mixture","UCE-5132","TPM2u+FO+I+G4","I+G4",-14307.6247,-10471.2822,"TPM2u{0.772,2.4556,0.772,1,2.4556,1}+FO{0.3043,0.2044,0.1961,0.2952}",28851.2494,28871.238,29480.0824,"Mixture",1524,58,0.257217847769029,"51.18%",1233,72,0.6667,83.1687,9.3047,152.7023,235.7694,NA,"7.4648","2.791","0.3739","0","0.0071","0.0342","0.0656","0.0812","0.7067"
"One_class","UCE-5132","TIM2+F+I+G4","I+G4",-14321.8801,-10471.2822,"TIM2{0.6758,2.0731,0.6758,1,2.5935,1}+F{0.3351,0.174,0.1869,0.304}",28881.7603,28902.1022,29515.9224,"Mixture",1524,58,0.257217847769029,"51.18%",1233,70,0.6481,83.3026,9.3201,141.8943,236.3827,NA,"7.2806","2.7287","0.3748","0","0.0069","0.0372","0.0673","0.0813","0.7308"
"Mixture","UCE-5167","TPM2u+FO+G4","G4",-8059.9872,-7682.7367,"TPM2u{0.6624,2.4839,0.6624,1,2.4839,1}+FO{0.3025,0.2397,0.1726,0.2851}",16349.9743,16372.6421,16943.9171,"Mixture",1293,56,0.480278422273782,"32.71%",780,64,0.6038,88.2317,10.4464,202.2746,241.922,NA,"2.6149","1.1489","0.4394","0","0","0.0124","0.0234","0.0251","0.1913"
"One_class","UCE-5167","HKY+F+G4","G4",-8065.7495,-7682.7367,"HKY{1,3.1195,1,1,3.1195,1}+F{0.2836,0.2344,0.1888,0.2932}",16359.4991,16381.7571,16948.2772,"Mixture",1293,56,0.480278422273782,"32.71%",780,76,0.717,88.3971,10.454,233.118,242.2762,NA,"2.547","1.1099","0.4358","0","0","0.0126","0.024","0.0258","0.1906"
"Mixture","UCE-5135","TPM2u+FO+G4","G4",-9829.9647,-8449.2478,"TPM2u{0.644,2.6792,0.644,1,2.6792,1}+FO{0.3096,0.191,0.1949,0.3045}",19953.9293,19990.7727,20717.1801,"Mixture",1329,72,0.389766741911211,"35.21%",916,122,0.8841,103.9938,10.5402,250.998,303.2562,NA,"5.6488","1.375","0.2434","0","0","0.0134","0.0393","0.0285","1.3614"
"One_class","UCE-5135","TPM2u+F+G4","G4",-9835.6195,-8449.2478,"TPM2u{0.5469,2.4961,0.5469,1,2.4961,1}+F{0.3315,0.1807,0.1762,0.3117}",19965.2389,20002.0823,20728.4897,"Mixture",1329,72,0.389766741911211,"35.21%",916,124,0.8986,104.05,10.5476,244.3583,303.6456,NA,"5.5474","1.3945","0.2514","0","0","0.0128","0.0401","0.03","1.4091"
"Mixture","UCE-5155","TPM2u+FO+I+G4","I+G4",-10214.6812,-10003.8047,"TPM2u{0.7316,3.3439,0.7316,1,3.3439,1}+FO{0.3254,0.1875,0.1895,0.2975}",20705.3623,20729.9862,21455.6155,"Mixture",1697,67,0.51797289334119,"31.64%",953,94,0.7344,98.6901,10.3565,209.2224,290.69,NA,"3.2978","1.2563","0.381","0","0.0057","0.017","0.0252","0.03","0.182"
"One_class","UCE-5155","TPM3u+F+I+G4","I+G4",-10227.4616,-10003.8047,"TPM3u{0.7519,3.4711,1,0.7519,3.4711,1}+F{0.2949,0.2213,0.1985,0.2853}",20730.9233,20755.5472,21481.1765,"Mixture",1697,67,0.51797289334119,"31.64%",953,94,0.7344,98.4879,10.3427,202.8103,291.0547,NA,"3.296","1.1403","0.346","0","0.005","0.0154","0.0252","0.0303","0.1847"
"Mixture","UCE-5144","HKY+FO+I+G4","I+G4",-12969.5695,-10945.1778,"HKY{1,3.6372,1,1,3.6372,1}+FO{0.2948,0.2314,0.2201,0.2537}",26213.139,26238.1304,26954.1907,"Mixture",1651,68,0.353119321623259,"40.88%",1172,96,0.75,98.4615,10.2289,223.5979,275.412,NA,"7.3726","2.3637","0.3206","0","0","0.0208","0.0554","0.0669","0.6866"
"One_class","UCE-5144","TPM2+I+G4","I+G4",-12993.079,-10945.1778,"TPM2{1.3339,4.1653,1.3339,1,4.1653,1}+I{0.25,0.25,0.25,0.25}",26256.158,26280.3956,26986.3914,"Mixture",1651,68,0.353119321623259,"40.88%",1172,90,0.7031,98.1973,10.2243,212.0849,276.1501,NA,"7.2549","2.3608","0.3254","0","0","0.0213","0.0563","0.0677","0.6912"
"Mixture","UCE-5182","TNe+I+G4","I+G4",-9525.7455,-9377.8255,"TNe{1,3.2791,1,1,4.5869,1}+I{0.25,0.25,0.25,0.25}",19093.491,19094.0937,19205.8248,"One_class",1555,10,0.439228295819936,"37.30%",924,2,0.1429,16.8495,4.9902,4,29.9382,NA,"4.4108","1.2908","0.2926","0.0552","0.1216","0.2071","0.2595","0.316","0.6389"
"One_class","UCE-5182","TNe+I+G4","I+G4",-9525.7455,-9377.8255,"TNe{1,3.2758,1,1,4.5609,1}+I{0.25,0.25,0.25,0.25}",19093.491,19094.0937,19205.8248,"One_class",1555,10,0.439228295819936,"37.30%",924,2,0.1429,16.8495,4.9902,4,29.9382,NA,"4.4108","1.2908","0.2926","0.0552","0.1216","0.2071","0.2595","0.316","0.6389"
"Mixture","UCE-5186","HKY+FO+I+G4","I+G4",-11867.9077,-12065.6398,"HKY{1,3.1029,1,1,3.1029,1}+FO{0.295,0.2262,0.2087,0.2701}",23793.8153,23794.7523,23954.5549,"Mixture",1887,13,0.381558028616852,"37.68%",1221,12,0.6,29.7206,7.7485,13.8564,56.9707,NA,"5.1005","1.9739","0.387","0.0229","0.0902","0.1369","0.2215","0.36","0.6551"
"One_class","UCE-5186","HKY+F+I+G4","I+G4",-11870.8614,-12065.6398,"HKY{1,3.1189,1,1,3.1189,1}+F{0.3049,0.2135,0.2062,0.2754}",23799.7228,23800.6598,23960.4624,"Mixture",1887,13,0.381558028616852,"37.68%",1221,12,0.6,29.7289,7.7496,13.8564,56.9762,NA,"5.095","1.9733","0.3873","0.0234","0.0903","0.1369","0.2218","0.3596","0.6564"
"Mixture","UCE-5142","HKY+FO+I+G4","I+G4",-12838.1249,-10708.8238,"HKY{1,3.5092,1,1,3.5092,1}+FO{0.2853,0.2161,0.2037,0.295}",25930.2497,25952.5947,26611.8685,"Mixture",1583,62,0.355022109917877,"45.48%",1183,104,0.8814,92.0791,10.0939,259.925,251.0097,NA,"7.1696","2.9098","0.4059","0","0","0.0326","0.0599","0.0818","0.5992"
"One_class","UCE-5142","TPM2u+F+I+G4","I+G4",-12841.1147,-10708.8238,"TPM2u{0.7141,2.9419,0.7141,1,2.9419,1}+F{0.3118,0.2012,0.2,0.287}",25938.2295,25960.942,26625.2153,"Mixture",1583,62,0.355022109917877,"45.48%",1183,102,0.8644,91.6323,10.0856,233.6322,251.2512,NA,"7.2488","2.7671","0.3817","0","0","0.0343","0.0593","0.0835","0.5998"
"Mixture","UCE-5187","MIX{TPM3u+FO,JC+FO}+G","G4",-7533.9573,-6784.5671,"TPM3u{2.05357,6.60283}+FO{0.332227,0.150318,0.176304,0.341151};JC",15147.9146,15150.3605,15357.1661,"Mixture",1382,18,0.575976845151954,"24.31%",641,10,0.3333,38.4338,7.8859,17.4642,94.4558,NA,"1.6553","0.4334","0.2618","0","0.0088","0.0208","0.0488","0.0706","0.2925"
"One_class","UCE-5187","TVM+F+G4","G4",-7537.0221,-6784.5671,"TVM{1.0194,2.6512,0.4898,1.1261,2.6512,1}+F{0.3333,0.1739,0.1741,0.3187}",15156.0441,15158.6143,15370.5269,"Mixture",1382,18,0.575976845151954,"24.31%",641,10,0.3333,38.4808,7.8982,17.4642,94.5629,NA,"1.6107","0.4228","0.2625","0","0.0089","0.0218","0.0502","0.0719","0.3099"
"Mixture","UCE-5156","TVM+FO+G4","G4",-7802.5649,-7955.8207,"TVM{0.7827,2.7389,0.4053,1.333,2.7389,1}+FO{0.3346,0.1753,0.1652,0.3249}",15867.1298,15895.9019,16547.7976,"Mixture",1334,63,0.510494752623688,"29.01%",779,110,0.9167,96.1967,10.5709,216.2129,272.948,NA,"2.2991","0.7787","0.3387","0","0","0.0104","0.0184","0.0227","0.1564"
"One_class","UCE-5156","TVM+F+G4","G4",-7804.7068,-7955.8207,"TVM{0.7456,2.681,0.3623,1.4185,2.681,1}+F{0.3519,0.1662,0.1537,0.3282}",15871.4136,15900.1856,16552.0814,"Mixture",1334,63,0.510494752623688,"29.01%",779,106,0.8833,96.0358,10.5628,237.4658,273.185,NA,"2.2633","0.7522","0.3323","0","0","0.0106","0.0187","0.0232","0.1584"
"Mixture","UCE-5175","TVM+FO+G4","G4",-9246.691,-8637.4012,"TVM{1.0715,2.8347,0.6183,1.5436,2.8347,1}+FO{0.314,0.1702,0.1591,0.3567}",18775.3821,18808.7243,19508.9573,"Mixture",1343,68,0.434102755026061,"38.35%",916,104,0.8,99.227,10.3721,207.4898,289.7021,NA,"2.7113","1.2189","0.4496","0","0","0.0097","0.0202","0.0264","0.2451"
"One_class","UCE-5175","GTR+F+G4","G4",-9248.6181,-8637.4012,"GTR{0.7973,2.9766,0.5066,1.3783,2,1}+F{0.3178,0.1893,0.1321,0.3607}",18781.2363,18815.0796,19520.0142,"Mixture",1343,68,0.434102755026061,"38.35%",916,102,0.7846,99.2038,10.374,245.365,289.7905,NA,"2.6835","1.2063","0.4495","0","0","0.0098","0.0204","0.0264","0.2498"
"Mixture","UCE-5147","MIX{HKY+FO,F81+FO}+I+R2","I+R2",-11923.503,-10587.7338,"HKY{2.09671}+FO{0.24588,0.225623,0.147453,0.381044};F81+FO{0.572779,0.0774489,0.282361,0.0674112}",24111.006,24135.8026,24816.5941,"Mixture",1549,62,0.313105229180116,"47.71%",1184,108,0.9153,97.9512,10.7787,264.3804,247.2448,NA,"8.9535","5.3347","0.5958","0","0","0.0197","0.0666","0.0574","2.4111"
"One_class","UCE-5147","HKY+F+I+R2","I+R2",-11978.4876,-10587.7338,"HKY{1,2.7688,1,1,2.7688,1}+F{0.3654,0.2036,0.2137,0.2173}",24212.9752,24236.2315,24897.1819,"Mixture",1549,62,0.313105229180116,"47.71%",1184,106,0.8983,97.1432,10.655,285.8951,250.4004,NA,"8.0564","4.691","0.5823","0","0","0.0215","0.074","0.0528","2.7678"
"Mixture","UCE-5178","TPM2u+FO+G4","G4",-10884.4034,-9471.5587,"TPM2u{0.7123,3.1942,0.7123,1,3.1942,1}+FO{0.3071,0.199,0.2057,0.2883}",22014.8068,22037.951,22663.4825,"Mixture",1442,60,0.355062413314841,"39.46%",1045,84,0.7368,90.5682,9.9934,136.4515,259.8258,NA,"3.9447","1.1931","0.3025","0","0.0026","0.0186","0.0333","0.0405","0.2795"
"One_class","UCE-5178","TPM2u+F+G4","G4",-10892.0076,-9471.5587,"TPM2u{0.6432,3.0795,0.6432,1,3.0795,1}+F{0.3144,0.183,0.1893,0.3132}",22030.0153,22053.1595,22678.691,"Mixture",1442,60,0.355062413314841,"39.46%",1045,84,0.7368,90.626,9.9986,133.9216,259.9624,NA,"3.898","1.1968","0.307","0","0.0027","0.0188","0.0337","0.0405","0.2887"
"Mixture","UCE-5192","HKY+FO+I+G4","I+G4",-11935.5509,-11363.2496,"HKY{1,3.2765,1,1,3.2765,1}+FO{0.2713,0.2331,0.2287,0.2669}",23969.1019,23972.0519,24235.8987,"Mixture",1711,23,0.381648158971362,"39.33%",1183,18,0.45,43.1361,7.7299,36.7696,113.9629,NA,"3.6712","1.3389","0.3647","0","0.0253","0.0521","0.0851","0.0971","0.3388"
"One_class","UCE-5192","K2P+I+G4","I+G4",-11947.4105,-11363.2496,"K2P{1,3.238,1,1,3.238,1}+I{0.25,0.25,0.25,0.25}",23986.8211,23989.4196,24237.2834,"Mixture",1711,23,0.381648158971362,"39.33%",1183,18,0.45,43.1434,7.731,36.7696,114.0208,NA,"3.6573","1.3295","0.3635","0","0.0253","0.0523","0.0854","0.0969","0.3385"
"Mixture","UCE-5193","MIX{TIM2+FO,K80+FO}+I+G","I+G4",-13663.3355,-10793.5714,"TIM2{1.24282,2.2353,3.35949}+FO{0.304755,0.185018,0.24337,0.266856};K2P{59.0613}+FQ",27416.6709,27419.2423,27660.2181,"Mixture",1656,19,0.316425120772947,"48.85%",1201,8,0.25,36.358,7.305,18.2757,94.6337,NA,"4.8582","1.4979","0.3083","0.0053","0.0324","0.0705","0.1358","0.2234","0.8362"
"One_class","UCE-5193","TIM2+F+I+G4","I+G4",-13677.0351,-10793.5714,"TIM2{1.2499,2.7109,1.2499,1,4.0743,1}+F{0.3075,0.1863,0.2424,0.2637}",27440.0703,27442.4176,27672.7931,"Mixture",1656,19,0.316425120772947,"48.85%",1201,8,0.25,36.4465,7.3144,18.2757,94.8303,NA,"4.7515","1.4656","0.3084","0.0052","0.0312","0.0717","0.1388","0.226","0.8921"
"Mixture","UCE-5102","TPM3u+FO+I+R3","I+R3",-11926.3068,-9514.1086,"TPM3u{1.496,3.2713,1,1.496,3.2713,1}+FO{0.3088,0.1685,0.1992,0.3235}",24178.6136,24221.1128,25035.9642,"Mixture",1422,78,0.368495077355837,"43.04%",1066,128,0.8533,112.7023,11.0321,307.376,339.8647,NA,"8.4832","2.4756","0.2918","0","0","0.0156","0.0555","0.0466","2.6823"
"One_class","UCE-5102","TVM+F+I+R3","I+R3",-11924.5074,-9514.1086,"TVM{1.037,2.649,0.6745,1.5057,2.649,1}+F{0.3471,0.1574,0.187,0.3085}",24179.0147,24222.6294,25046.8849,"Mixture",1422,78,0.368495077355837,"43.04%",1066,124,0.8267,112.6423,11.0264,288.91,338.8945,NA,"8.4854","2.568","0.3026","0","0","0.0139","0.0554","0.0466","2.7222"
"Mixture","UCE-517","MIX{TPM2u+FO,TNe+FO,TPM3u+FO}+I+G","I+G4",-10744.7991,-10131.75,"TPM2u{0.0001,8.10705}+FO{0.31612,0.371493,0.10835,0.204038};TNe{1.83773,2.93844}+FQ;TPM3u{7.41553,0.655218}+FO{0.052303,0.301616,0.0472873,0.598794}",21695.5981,21709.8808,22249.7645,"Mixture",1604,45,0.429551122194514,"37.22%",1028,50,0.5952,73.4075,9.6241,126.0635,201.6103,NA,"3.3993","1.2526","0.3685","0","0","0.0165","0.0354","0.0439","0.34"
"One_class","UCE-517","TNe+I+G4","I+G4",-10802.944,-10131.75,"TNe{1,2.5021,1,1,3.9631,1}+I{0.25,0.25,0.25,0.25}",21787.888,21798.9621,22277.4913,"Mixture",1604,45,0.429551122194514,"37.22%",1028,48,0.5714,73.7997,9.6665,134.5139,202.5242,NA,"3.0797","1.1688","0.3795","0","0.0019","0.0169","0.0391","0.0453","0.4291"
"Mixture","UCE-518","MIX{HKY+FO,K80+FO}+I+G","I+G4",-10587.8669,-8429.7092,"HKY{2.05314}+FO{0.323156,0.201875,0.151724,0.323245};K2P{8.86123}+FQ",21401.7338,21422.7314,21989.4661,"Mixture",1341,54,0.387024608501119,"42.58%",935,60,0.5882,84.6247,9.9662,118.1228,236.4144,NA,"3.5539","1.1888","0.3345","0","0.0021","0.0175","0.0336","0.0448","0.2317"
"One_class","UCE-518","HKY+F+I+G4","I+G4",-10602.6426,-8429.7092,"HKY{1,2.8402,1,1,2.8402,1}+F{0.2864,0.2201,0.177,0.3165}",21427.2853,21447.5163,22004.6152,"Mixture",1341,54,0.387024608501119,"42.58%",935,60,0.5882,84.6415,9.9687,122.3315,236.5333,NA,"3.5239","1.1746","0.3333","0","0.0021","0.0174","0.0338","0.0454","0.2326"
