"Locus_name","tree_1","tree_2","RF_distance","nRF_distance","wRF_distance","KF_distance","SPR_distance","path_distance","geodesic_distance"
"UCE-4939","One_class","Mixture",56,0.5091,0.2493,0.0441,8,0.714,NA
"UCE-492","One_class","Mixture",84,0.5753,0.0699,0.0182,17,0.1131,NA
"UCE-494","One_class","Mixture",90,0.4945,0.5673,0.105,15,0.8368,NA
"UCE-4967","One_class","Mixture",0,0,0.1251,0.0452,0,0.168,NA
"UCE-4966","One_class","Mixture",0,0,0.052,0.0219,0,0.1188,NA
"UCE-4957","One_class","Mixture",28,0.2979,0.035,0.0122,7,0.0476,NA
"UCE-4952","One_class","Mixture",68,0.7727,0.097,0.0242,13,0.1693,NA
"UCE-4956","One_class","Mixture",42,0.6,0.0302,0.0107,9,0.0456,NA
"UCE-4960","One_class","Mixture",36,0.5143,0.0012,3e-04,8,0.0033,NA
"UCE-4969","One_class","Mixture",0,0,0.0693,0.0189,0,0.1012,NA
"UCE-4964","One_class","Mixture",32,0.3721,0.011,0.002,8,0.0301,NA
"UCE-497","One_class","Mixture",0,0,0.0739,0.0215,0,0.1775,NA
"UCE-4963","One_class","Mixture",56,0.5283,0.1093,0.0197,8,0.345,NA
"UCE-496","One_class","Mixture",12,0.1622,0.2043,0.0341,3,0.432,NA
"UCE-4978","One_class","Mixture",0,0,0.0118,0.0031,0,0.0192,NA
"UCE-4980","One_class","Mixture",2,0.125,0.0616,0.0213,1,0.1271,NA
"UCE-4982","One_class","Mixture",0,0,0.0161,0.007,0,0.0419,NA
"UCE-4988","One_class","Mixture",0,0,0.0712,0.0216,0,0.1498,NA
"UCE-4983","One_class","Mixture",0,0,0.0205,0.0063,0,0.0479,NA
"UCE-4970","One_class","Mixture",28,0.2692,0.0506,0.0165,7,0.0944,NA
"UCE-4995","One_class","Mixture",0,0,0.0635,0.0218,0,0.1804,NA
"UCE-4989","One_class","Mixture",8,0.1026,0.0273,0.0059,3,0.1079,NA
"UCE-4","One_class","Mixture",38,0.5938,0.2918,0.0959,8,0.6091,NA
"UCE-4975","One_class","Mixture",68,0.6415,0.1243,0.0246,13,0.2243,NA
"UCE-4977","One_class","Mixture",50,0.5,0.0124,0.0069,11,0.0367,NA
"UCE-4976","One_class","Mixture",24,0.1905,0.0841,0.0226,5,0.1958,NA
"UCE-5011","One_class","Mixture",0,0,0.017,0.0048,0,0.0165,NA
"UCE-5003","One_class","Mixture",34,0.4857,0.0446,0.0158,7,0.0818,NA
"UCE-4998","One_class","Mixture",20,0.1754,0.0073,0.0017,5,0.0234,NA
"UCE-4986","One_class","Mixture",34,0.3208,0.089,0.0187,10,0.1747,NA
"UCE-499","One_class","Mixture",66,0.4286,0.4371,0.0639,11,0.6672,NA
"UCE-4990","One_class","Mixture",44,0.3729,0.0962,0.0215,9,0.1695,NA
"UCE-5016","One_class","Mixture",44,0.3929,0.2931,0.0763,11,0.6658,NA
"UCE-5008","One_class","Mixture",16,0.3077,0.0146,0.0067,4,0.0298,NA
"UCE-5007","One_class","Mixture",0,0,0.025,0.004,0,0.0752,NA
"UCE-5018","One_class","Mixture",4,0.08,0.1882,0.0813,1,0.507,NA
"UCE-4993","One_class","Mixture",54,0.6,0.0623,0.0199,13,0.1172,NA
"UCE-5028","One_class","Mixture",0,0,0.034,0.012,0,0.0605,NA
"UCE-5019","One_class","Mixture",56,0.3836,0.553,0.1111,8,2.3563,NA
"UCE-5012","One_class","Mixture",56,0.56,0.0997,0.0181,12,0.1447,NA
"UCE-5029","One_class","Mixture",2,0.0588,0.1129,0.0338,1,0.2366,NA
"UCE-5032","One_class","Mixture",2,0.1111,0.0413,0.0156,1,0.0706,NA
"UCE-5031","One_class","Mixture",0,0,0.0556,0.0168,0,0.1988,NA
"UCE-5013","One_class","Mixture",12,0.1132,0.0083,0.0058,6,0.0302,NA
"UCE-502","One_class","Mixture",16,0.1379,0.107,0.0238,4,0.3428,NA
"UCE-5037","One_class","Mixture",4,0.2222,0.1807,0.074,1,0.3715,NA
"UCE-5033","One_class","Mixture",10,0.1667,0.1219,0.0343,4,0.4211,NA
"UCE-5025","One_class","Mixture",52,0.5417,0.2073,0.04,11,0.4397,NA
"UCE-5005","One_class","Mixture",58,0.4394,0.0347,0.0094,14,0.0885,NA
"UCE-5021","One_class","Mixture",26,0.2063,0.0247,0.0078,6,0.0666,NA
"UCE-5040","One_class","Mixture",0,0,0.0019,6e-04,0,0.003,NA
"UCE-5022","One_class","Mixture",44,0.3492,0.1931,0.029,8,0.2657,NA
"UCE-5051","One_class","Mixture",0,0,0.0147,0.0039,0,0.0271,NA
"UCE-5024","One_class","Mixture",38,0.2923,0.124,0.0323,7,0.2122,NA
"UCE-5034","One_class","Mixture",32,0.2807,0.0456,0.013,7,0.1215,NA
"UCE-5050","One_class","Mixture",0,0,0.0934,0.0433,0,0.1848,NA
"UCE-5039","One_class","Mixture",54,0.4576,0.0304,0.01,12,0.0586,NA
"UCE-5041","One_class","Mixture",36,0.3051,0.0609,0.0137,9,0.1103,NA
"UCE-5038","One_class","Mixture",36,0.3529,0.0679,0.0192,8,0.1014,NA
"UCE-5053","One_class","Mixture",16,0.1951,0,0,5,1e-04,NA
"UCE-5052","One_class","Mixture",50,0.5556,0.1204,0.0233,10,0.1561,NA
"UCE-5042","One_class","Mixture",58,0.4603,0.1488,0.0333,9,0.2575,NA
"UCE-5068","One_class","Mixture",2,0.02,0.0079,0.0013,1,0.0272,NA
"UCE-5048","One_class","Mixture",56,0.4444,0.0979,0.021,9,0.2708,NA
"UCE-5065","One_class","Mixture",12,0.1935,1e-04,0,4,1e-04,NA
"UCE-5063","One_class","Mixture",36,0.4865,0.0697,0.0177,8,0.1165,NA
"UCE-5075","One_class","Mixture",48,0.381,0.7556,0.1419,11,1.2112,NA
"UCE-5080","One_class","Mixture",0,0,0.0618,0.0265,0,0.151,NA
"UCE-5074","One_class","Mixture",20,0.2273,0.0054,0.0011,3,0.014,NA
"UCE-5054","One_class","Mixture",26,0.2063,0.0183,0.0071,6,0.0516,NA
"UCE-5077","One_class","Mixture",28,0.359,5e-04,3e-04,6,0.0014,NA
"UCE-5062","One_class","Mixture",56,0.4746,0.4561,0.2867,9,2.1513,NA
"UCE-5064","One_class","Mixture",78,0.7091,0.1113,0.0248,13,0.2788,NA
"UCE-5055","One_class","Mixture",42,0.3182,0.2317,0.0476,10,0.3874,NA
"UCE-5086","One_class","Mixture",0,0,0.023,0.008,0,0.0526,NA
"UCE-507","One_class","Mixture",28,0.3684,0.0147,0.0073,6,0.059,NA
"UCE-5087","One_class","Mixture",0,0,0.15,0.0607,0,0.282,NA
"UCE-5084","One_class","Mixture",74,0.6491,0.1763,0.0703,17,0.8384,NA
"UCE-5092","One_class","Mixture",0,0,0.0039,0.0011,0,0.0105,NA
"UCE-5076","One_class","Mixture",22,0.1642,3e-04,0,5,8e-04,NA
"UCE-5103","One_class","Mixture",0,0,0.0038,0.0013,0,0.0051,NA
"UCE-5099","One_class","Mixture",34,0.3696,0.6395,0.1637,7,3.2605,NA
"UCE-5101","One_class","Mixture",2,0.0625,0.2251,0.0727,1,0.2981,NA
"UCE-5090","One_class","Mixture",30,0.4412,0.0748,0.0183,7,0.1011,NA
"UCE-5083","One_class","Mixture",36,0.3462,3e-04,2e-04,7,8e-04,NA
"UCE-5085","One_class","Mixture",48,0.4211,0.342,0.1123,9,0.4552,NA
"UCE-5106","One_class","Mixture",2,0.0909,0.9962,0.3953,1,2.3996,NA
"UCE-5107","One_class","Mixture",0,0,0.1029,0.0371,0,0.2851,NA
"UCE-5108","One_class","Mixture",0,0,0.033,0.0091,0,0.0763,NA
"UCE-5091","One_class","Mixture",20,0.2273,0.0094,0.0065,5,0.0435,NA
"UCE-5109","One_class","Mixture",0,0,0.0143,0.0042,0,0.0382,NA
"UCE-5110","One_class","Mixture",4,0.1333,0.3332,0.1033,1,0.7843,NA
"UCE-5093","One_class","Mixture",46,0.3898,0.0239,0.0078,11,0.0522,NA
"UCE-5097","One_class","Mixture",8,0.1081,0.0053,0.0011,2,0.0098,NA
"UCE-510","One_class","Mixture",8,0.2353,0.1878,0.0505,2,0.2062,NA
"UCE-5114","One_class","Mixture",0,0,0.0105,0.0031,0,0.0122,NA
"UCE-5096","One_class","Mixture",58,0.4028,0.0801,0.0205,15,0.2627,NA
"UCE-5102","One_class","Mixture",112,0.7368,0.5654,0.0813,17,0.9221,NA
"UCE-512","One_class","Mixture",0,0,0.0173,0.0056,0,0.0249,NA
"UCE-5100","One_class","Mixture",0,0,0.0122,0.0025,0,0.034,NA
"UCE-5116","One_class","Mixture",0,0,0.057,0.0187,0,0.125,NA
"UCE-5130","One_class","Mixture",2,0.1,0.2358,0.0728,1,0.4149,NA
"UCE-5113","One_class","Mixture",14,0.1628,0.0402,0.0129,4,0.1913,NA
"UCE-5123","One_class","Mixture",0,0,0.0097,0.0023,0,0.0128,NA
"UCE-5136","One_class","Mixture",0,0,0.0794,0.0271,0,0.1712,NA
"UCE-5095","One_class","Mixture",68,0.3908,0.0999,0.0188,14,0.2727,NA
"UCE-5119","One_class","Mixture",16,0.1778,0.004,7e-04,4,0.009,NA
"UCE-5145","One_class","Mixture",0,0,0.0397,0.013,0,0.1114,NA
"UCE-5153","One_class","Mixture",0,0,0.1063,0.0416,0,0.216,NA
"UCE-5141","One_class","Mixture",12,0.1176,0.0041,7e-04,3,0.0155,NA
"UCE-5125","One_class","Mixture",10,0.0758,0.0017,2e-04,2,0.0054,NA
"UCE-5120","One_class","Mixture",50,0.5682,0.0088,0.0061,12,0.0291,NA
"UCE-5129","One_class","Mixture",76,0.4634,0.3584,0.0614,13,0.8276,NA
"UCE-5148","One_class","Mixture",0,0,0.1074,0.0396,0,0.3038,NA
"UCE-513","One_class","Mixture",20,0.125,0.0798,0.0203,4,0.1667,NA
"UCE-511","One_class","Mixture",36,0.36,0.1639,0.0296,8,0.2085,NA
"UCE-5157","One_class","Mixture",4,0.2,0.167,0.0514,1,0.2352,NA
"UCE-5142","One_class","Mixture",50,0.4167,0.173,0.0435,8,0.3824,NA
"UCE-5132","One_class","Mixture",44,0.4074,0.0665,0.0212,11,0.0857,NA
"UCE-5156","One_class","Mixture",46,0.377,0.4403,0.096,6,0.5762,NA
"UCE-5133","One_class","Mixture",12,0.1034,0.007,0.0048,3,0.026,NA
"UCE-5146","One_class","Mixture",30,0.3409,0.0602,0.0182,7,0.124,NA
"UCE-5162","One_class","Mixture",0,0,0.667,0.2613,0,1.5955,NA
"UCE-5161","One_class","Mixture",2,0.125,0.1518,0.0598,1,0.1907,NA
"UCE-5135","One_class","Mixture",50,0.3788,0.0765,0.0155,8,0.1426,NA
"UCE-5144","One_class","Mixture",60,0.4688,0.0339,0.0105,14,0.0619,NA
"UCE-5155","One_class","Mixture",36,0.2769,0.1247,0.0201,9,0.2617,NA
"UCE-5186","One_class","Mixture",0,0,0.0091,0.003,0,0.0186,NA
"UCE-5182","One_class","Mixture",0,0,0,0,0,0,NA
"UCE-5147","One_class","Mixture",62,0.5741,0.1272,0.0268,13,0.2682,NA
"UCE-5187","One_class","Mixture",0,0,0.0472,0.0173,0,0.1144,NA
"UCE-516","One_class","Mixture",2,0.0256,0.0081,0.0015,1,0.0277,NA
"UCE-5167","One_class","Mixture",40,0.4167,0.0013,2e-04,9,0.0019,NA
"UCE-5172","One_class","Mixture",50,0.5102,0.0755,0.0356,12,0.1277,NA
"UCE-517","One_class","Mixture",24,0.2857,6e-04,1e-04,7,0.0013,NA
"UCE-5176","One_class","Mixture",28,0.3043,0.0434,0.0117,6,0.0679,NA
"UCE-5178","One_class","Mixture",38,0.3276,0.0767,0.0177,10,0.2536,NA
"UCE-5175","One_class","Mixture",66,0.5,0.051,0.0124,13,0.0916,NA
"UCE-5165","One_class","Mixture",18,0.1698,0.0067,0.0046,4,0.0335,NA
"UCE-5173","One_class","Mixture",28,0.2414,0.0116,0.0044,5,0.0261,NA
"UCE-5185","One_class","Mixture",56,0.5091,0.0306,0.0119,11,0.0795,NA
"UCE-5193","One_class","Mixture",0,0,0.1046,0.0518,0,0.2639,NA
"UCE-5192","One_class","Mixture",0,0,1e-04,0,0,2e-04,NA
"UCE-5189","One_class","Mixture",32,0.3556,0.0277,0.0067,8,0.0714,NA
"UCE-5158","One_class","Mixture",86,0.5059,0.2133,0.0412,18,0.8105,NA
"UCE-5188","One_class","Mixture",34,0.4474,0.0419,0.0134,8,0.0898,NA
"UCE-518","One_class","Mixture",22,0.2115,0.0242,0.0066,6,0.0303,NA
"UCE-5214","One_class","Mixture",4,0.125,0.0924,0.031,1,0.3019,NA
"UCE-5211","One_class","Mixture",2,0.0667,0.0655,0.0162,1,0.1349,NA
"UCE-519","One_class","Mixture",24,0.3243,0.0351,0.0122,6,0.0711,NA
"UCE-5220","One_class","Mixture",0,0,0.1452,0.0809,0,0.3056,NA
"UCE-5219","One_class","Mixture",0,0,0.0902,0.0263,0,0.1096,NA
"UCE-5196","One_class","Mixture",30,0.3191,0.0854,0.0212,7,0.1064,NA
"UCE-5210","One_class","Mixture",22,0.3793,0.0801,0.0205,4,0.1724,NA
"UCE-5202","One_class","Mixture",30,0.4286,0.0447,0.0138,7,0.1409,NA
"UCE-5208","One_class","Mixture",28,0.2745,0.0035,9e-04,7,0.008,NA
"UCE-5200","One_class","Mixture",60,0.4688,0.1738,0.04,11,0.2041,NA
"UCE-5223","One_class","Mixture",2,0.0625,0.043,0.0153,1,0.1108,NA
"UCE-5205","One_class","Mixture",28,0.3684,0.0158,0.0078,7,0.0342,NA
"UCE-5190","One_class","Mixture",18,0.1552,0.0871,0.019,5,0.1418,NA
"UCE-5225","One_class","Mixture",4,0.2222,0.3239,0.1038,1,0.4242,NA
"UCE-5227","One_class","Mixture",6,0.1875,0.1474,0.0535,2,0.3478,NA
"UCE-520","One_class","Mixture",54,0.5094,0.1254,0.0259,12,0.1416,NA
"UCE-5228","One_class","Mixture",8,0.2857,0.201,0.0565,2,0.5219,NA
"UCE-5215","One_class","Mixture",80,0.6667,0.6397,0.1598,18,1.4747,NA
"UCE-5234","One_class","Mixture",2,0.0714,1.6025,0.8791,1,5.4334,NA
"UCE-5218","One_class","Mixture",52,0.4,0.2184,0.0449,9,0.3911,NA
"UCE-5221","One_class","Mixture",26,0.2549,0.0926,0.0265,4,0.294,NA
"UCE-5239","One_class","Mixture",0,0,0.2929,0.0964,0,0.8706,NA
"UCE-5224","One_class","Mixture",58,0.5686,2e-04,0,14,2e-04,NA
"UCE-5235","One_class","Mixture",28,0.3043,0.0393,0.01,6,0.0661,NA
"UCE-5258","One_class","Mixture",4,0.125,0.0405,0.0111,1,0.0551,NA
"UCE-5231","One_class","Mixture",26,0.3023,8e-04,2e-04,5,0.0016,NA
"UCE-5243","One_class","Mixture",36,0.439,0.1299,0.0266,8,0.1437,NA
"UCE-5240","One_class","Mixture",46,0.3151,0.1605,0.0499,12,0.3507,NA
"UCE-5244","One_class","Mixture",12,0.1538,0.0091,0.0054,4,0.024,NA
"UCE-5255","One_class","Mixture",38,0.5,0.0595,0.0161,7,0.0927,NA
"UCE-522","One_class","Mixture",108,0.7397,0.1483,0.0419,22,0.4925,NA
"UCE-5238","One_class","Mixture",38,0.3585,0.0319,0.0111,8,0.1067,NA
"UCE-5268","One_class","Mixture",0,0,0.0163,0.0062,0,0.0371,NA
"UCE-5250","One_class","Mixture",54,0.4286,0.0364,0.0099,13,0.0504,NA
"UCE-5256","One_class","Mixture",32,0.3265,0.0531,0.0327,7,0.2288,NA
"UCE-5260","One_class","Mixture",24,0.2069,0.4705,0.0963,5,0.6003,NA
"UCE-5251","One_class","Mixture",26,0.2453,0.1009,0.0304,6,0.1305,NA
"UCE-5269","One_class","Mixture",0,0,6e-04,2e-04,0,8e-04,NA
"UCE-5259","One_class","Mixture",46,0.4694,0.0389,0.0133,11,0.1422,NA
"UCE-5261","One_class","Mixture",14,0.125,0.0091,0.0045,4,0.0266,NA
"UCE-5263","One_class","Mixture",8,0.0714,9e-04,1e-04,2,0.002,NA
"UCE-5287","One_class","Mixture",0,0,0.1846,0.0645,0,0.4415,NA
"UCE-5284","One_class","Mixture",12,0.2857,0.0028,8e-04,3,0.0049,NA
"UCE-5265","One_class","Mixture",14,0.1346,0.1037,0.0186,4,0.223,NA
"UCE-5273","One_class","Mixture",18,0.1957,0.0188,0.0101,6,0.0682,NA
"UCE-5277","One_class","Mixture",24,0.3077,0.0786,0.0188,3,0.3909,NA
"UCE-5289","One_class","Mixture",0,0,0.0164,0.0042,0,0.0421,NA
"UCE-5293","One_class","Mixture",0,0,0.1126,0.0327,0,0.3219,NA
"UCE-526","One_class","Mixture",86,0.5244,0.4267,0.0806,13,0.9019,NA
"UCE-5280","One_class","Mixture",46,0.5227,0.0924,0.0185,9,0.1521,NA
"UCE-5272","One_class","Mixture",38,0.3333,0.0856,0.0259,6,0.2515,NA
"UCE-5278","One_class","Mixture",46,0.4423,0.0839,0.0262,11,0.1755,NA
"UCE-5286","One_class","Mixture",32,0.3556,0.0664,0.0204,7,0.0961,NA
"UCE-5288","One_class","Mixture",8,0.1333,0.0456,0.0092,3,0.1311,NA
"UCE-527","One_class","Mixture",50,0.5435,0.0361,0.0104,12,0.0777,NA
"UCE-5275","One_class","Mixture",38,0.38,0.0024,5e-04,9,0.0069,NA
"UCE-5294","One_class","Mixture",0,0,2.1691,0.607,0,5.8954,NA
"UCE-528","One_class","Mixture",30,0.2941,0.084,0.0222,6,0.1778,NA
"UCE-529","One_class","Mixture",4,0.1176,0.4249,0.1563,1,1.2352,NA
"UCE-5291","One_class","Mixture",26,0.2281,0.0763,0.0146,7,0.1225,NA
"UCE-5300","One_class","Mixture",4,0.2,0.7091,0.2083,1,1.2331,NA
"UCE-5301","One_class","Mixture",0,0,0.1218,0.0401,0,0.3317,NA
"UCE-5292","One_class","Mixture",42,0.5,0.0336,0.0097,10,0.0567,NA
"UCE-5295","One_class","Mixture",46,0.3898,0.7996,0.1115,7,3.204,NA
"UCE-5316","One_class","Mixture",0,0,0.0298,0.0088,0,0.0694,NA
"UCE-5315","One_class","Mixture",0,0,0.0544,0.0216,0,0.1448,NA
"UCE-5290","One_class","Mixture",42,0.4375,0.1974,0.0354,9,0.4321,NA
"UCE-5296","One_class","Mixture",30,0.3409,0.0032,6e-04,8,0.0093,NA
"UCE-5322","One_class","Mixture",0,0,0.0379,0.0157,0,0.128,NA
"UCE-5319","One_class","Mixture",0,0,0.1048,0.0415,0,0.2925,NA
"UCE-5331","One_class","Mixture",0,0,0.007,0.0019,0,0.0164,NA
"UCE-5313","One_class","Mixture",42,0.4565,0.0262,0.0087,10,0.0697,NA
"UCE-52","One_class","Mixture",30,0.2542,0.0238,0.0072,8,0.0566,NA
"UCE-5343","One_class","Mixture",0,0,0.0204,0.0054,0,0.0265,NA
"UCE-533","One_class","Mixture",0,0,0.0145,0.0048,0,0.0577,NA
"UCE-5321","One_class","Mixture",26,0.26,0.026,0.0086,7,0.0544,NA
"UCE-5327","One_class","Mixture",32,0.3721,0.0211,0.0075,7,0.0472,NA
"UCE-5311","One_class","Mixture",24,0.1818,0.0094,0.0018,6,0.0258,NA
"UCE-5297","One_class","Mixture",46,0.3239,0.1258,0.0285,10,0.26,NA
"UCE-532","One_class","Mixture",40,0.3774,0.0197,0.0069,8,0.0475,NA
"UCE-5328","One_class","Mixture",26,0.2063,0.0677,0.0177,4,0.1699,NA
"UCE-5349","One_class","Mixture",4,0.1333,0.3513,0.1086,1,0.5951,NA
"UCE-5340","One_class","Mixture",56,0.6667,0.0885,0.019,12,0.1765,NA
"UCE-5356","One_class","Mixture",0,0,0.0959,0.0316,0,0.2567,NA
"UCE-5348","One_class","Mixture",30,0.4839,0.0019,8e-04,7,0.0032,NA
"UCE-5332","One_class","Mixture",28,0.2545,0.0738,0.0146,8,0.0778,NA
"UCE-5368","One_class","Mixture",0,0,0.0058,0.0015,0,0.0119,NA
"UCE-5366","One_class","Mixture",0,0,0.0388,0.0123,0,0.1164,NA
"UCE-5345","One_class","Mixture",4,0.0426,0.0103,0.0016,1,0.0241,NA
"UCE-5371","One_class","Mixture",0,0,0.2865,0.1024,0,0.6247,NA
"UCE-535","One_class","Mixture",0,0,0.0101,0.0027,0,0.0114,NA
"UCE-5344","One_class","Mixture",50,0.3571,0.1671,0.0412,9,0.7238,NA
"UCE-5347","One_class","Mixture",6,0.0536,0.0079,0.0017,3,0.0207,NA
"UCE-5377","One_class","Mixture",0,0,0,0,0,0,NA
"UCE-534","One_class","Mixture",38,0.2639,0.2185,0.0687,7,0.3819,NA
"UCE-5346","One_class","Mixture",18,0.1875,2e-04,1e-04,4,9e-04,NA
"UCE-5380","One_class","Mixture",0,0,1.0768,0.4981,0,2.3257,NA
"UCE-5382","One_class","Mixture",2,0.0588,0.0498,0.0147,1,0.0885,NA
"UCE-5379","One_class","Mixture",0,0,0.0424,0.0154,0,0.1285,NA
"UCE-5364","One_class","Mixture",16,0.1633,0.0298,0.0094,4,0.0357,NA
"UCE-5385","One_class","Mixture",0,0,0.003,0.0012,0,0.0051,NA
"UCE-5357","One_class","Mixture",30,0.283,0.158,0.0387,4,0.2702,NA
"UCE-5397","One_class","Mixture",0,0,0.01,0.0035,0,0.0194,NA
"UCE-5369","One_class","Mixture",10,0.1,0.0576,0.0133,3,0.1076,NA
"UCE-5383","One_class","Mixture",36,0.3,0.2626,0.0698,7,0.4434,NA
"UCE-5400","One_class","Mixture",0,0,0.001,4e-04,0,0.0017,NA
"UCE-5390","One_class","Mixture",14,0.1556,0.0084,0.0015,4,0.0204,NA
"UCE-539","One_class","Mixture",34,0.3091,0.024,0.0135,8,0.1201,NA
"UCE-5381","One_class","Mixture",36,0.3462,0.0239,0.0065,9,0.0401,NA
"UCE-538","One_class","Mixture",44,0.4889,0.0159,0.0069,11,0.0461,NA
"UCE-5404","One_class","Mixture",4,0.2,0.1711,0.0577,1,0.2066,NA
"UCE-5393","One_class","Mixture",44,0.44,0.0206,0.0084,10,0.0462,NA
"UCE-5402","One_class","Mixture",0,0,0.2014,0.0527,0,0.6315,NA
"UCE-5391","One_class","Mixture",62,0.5,0.0299,0.0072,13,0.0593,NA
"UCE-5392","One_class","Mixture",70,0.5224,0.0231,0.0084,17,0.0695,NA
"UCE-5387","One_class","Mixture",72,0.6,0.1053,0.0203,16,0.2051,NA
"UCE-5396","One_class","Mixture",48,0.5455,0.045,0.0131,11,0.0735,NA
"UCE-5409","One_class","Mixture",0,0,0.0164,0.0079,0,0.0234,NA
"UCE-5361","One_class","Mixture",40,0.2597,0.0531,0.015,9,0.1,NA
"UCE-5395","One_class","Mixture",32,0.5333,3e-04,1e-04,7,5e-04,NA
"UCE-5416","One_class","Mixture",0,0,0.033,0.0119,0,0.0611,NA
"UCE-5407","One_class","Mixture",46,0.5111,0.0728,0.0165,11,0.1906,NA
"UCE-5401","One_class","Mixture",26,0.2708,1e-04,0,5,5e-04,NA
"UCE-53","One_class","Mixture",36,0.3158,0.0089,0.0028,7,0.0196,NA
"UCE-540","One_class","Mixture",50,0.3906,0.4498,0.0969,13,0.7803,NA
"UCE-5405","One_class","Mixture",42,0.375,0.2037,0.0347,8,0.4163,NA
"UCE-5418","One_class","Mixture",6,0.1,0,0,3,0,NA
"UCE-5412","One_class","Mixture",42,0.4468,0.0463,0.0147,9,0.1328,NA
"UCE-5411","One_class","Mixture",74,0.4744,0.4864,0.1043,7,1.3552,NA
"UCE-5422","One_class","Mixture",46,0.4035,0.0556,0.0141,11,0.1423,NA
"UCE-5440","One_class","Mixture",52,0.4483,0.5651,0.1022,9,1.0917,NA
"UCE-5426","One_class","Mixture",58,0.58,0.0291,0.0092,14,0.0767,NA
"UCE-5450","One_class","Mixture",4,0.1818,0.1213,0.0342,1,0.1865,NA
"UCE-5425","One_class","Mixture",46,0.4035,0.0378,0.0082,10,0.1246,NA
"UCE-5410","One_class","Mixture",76,0.7308,0.0501,0.0116,16,0.094,NA
"UCE-5447","One_class","Mixture",8,0.16,1e-04,1e-04,2,3e-04,NA
"UCE-542","One_class","Mixture",16,0.1481,0.0151,0.0075,3,0.0549,NA
"UCE-5442","One_class","Mixture",10,0.119,0.0091,0.0022,3,0.0221,NA
"UCE-5429","One_class","Mixture",40,0.3704,0.1546,0.0304,8,0.2448,NA
"UCE-5441","One_class","Mixture",10,0.119,0.0374,0.0114,3,0.1303,NA
"UCE-5451","One_class","Mixture",0,0,0.7245,0.2349,0,1.7146,NA
"UCE-5427","One_class","Mixture",18,0.1636,0.0588,0.0141,5,0.1329,NA
"UCE-5445","One_class","Mixture",46,0.5,0.1087,0.0283,6,0.2816,NA
"UCE-5433","One_class","Mixture",48,0.5217,0.0193,0.0095,10,0.0581,NA
"UCE-5443","One_class","Mixture",10,0.1282,0.2934,0.0774,4,0.6123,NA
"UCE-5459","One_class","Mixture",0,0,0.0195,0.0063,0,0.0399,NA
"UCE-5463","One_class","Mixture",0,0,0.0014,4e-04,0,0.0033,NA
"UCE-5462","One_class","Mixture",0,0,0.0197,0.0085,0,0.0351,NA
"UCE-5469","One_class","Mixture",0,0,0.0568,0.0191,0,0.112,NA
"UCE-5446","One_class","Mixture",46,0.4107,0.1253,0.0204,9,0.2594,NA
"UCE-5471","One_class","Mixture",0,0,0.0041,0.0015,0,0.0087,NA
"UCE-544","One_class","Mixture",26,0.2407,0.145,0.0475,7,0.1626,NA
"UCE-5480","One_class","Mixture",0,0,3e-04,1e-04,0,6e-04,NA
"UCE-5479","One_class","Mixture",0,0,0.0077,0.0023,0,0.0148,NA
"UCE-5456","One_class","Mixture",34,0.2931,0.0245,0.0074,9,0.0479,NA
"UCE-5487","One_class","Mixture",0,0,0.0014,4e-04,0,0.0018,NA
"UCE-5473","One_class","Mixture",18,0.1698,0.0703,0.0202,5,0.4264,NA
"UCE-545","One_class","Mixture",10,0.0893,0.1839,0.0424,5,0.4632,NA
"UCE-5457","One_class","Mixture",42,0.4286,0.1435,0.0344,10,0.41,NA
"UCE-5478","One_class","Mixture",40,0.4545,0.0766,0.0221,9,0.1549,NA
"UCE-5464","One_class","Mixture",122,0.7439,1.1868,0.2261,21,3.1243,NA
"UCE-546","One_class","Mixture",20,0.1818,0.0159,0.0051,7,0.0404,NA
"UCE-547","One_class","Mixture",60,0.5556,0.09,0.0226,13,0.1588,NA
"UCE-5476","One_class","Mixture",66,0.4459,0.1819,0.0489,13,0.4548,NA
"UCE-5495","One_class","Mixture",0,0,0.5867,0.1739,0,1.4845,NA
"UCE-548","One_class","Mixture",36,0.36,0.1383,0.0417,9,0.2432,NA
"UCE-5475","One_class","Mixture",20,0.1923,0.0988,0.0266,7,0.1616,NA
"UCE-549","One_class","Mixture",0,0,0.022,0.0065,0,0.054,NA
"UCE-54","One_class","Mixture",0,0,0.0173,0.0056,0,0.0462,NA
"UCE-5497","One_class","Mixture",36,0.3051,0.621,0.1216,9,1.1098,NA
"UCE-5512","One_class","Mixture",0,0,0.1458,0.0645,0,0.3763,NA
"UCE-5508","One_class","Mixture",0,0,0.0566,0.0177,0,0.1238,NA
"UCE-5477","One_class","Mixture",20,0.2174,1e-04,0,5,4e-04,NA
"UCE-5481","One_class","Mixture",60,0.3947,0.0422,0.0137,11,0.0982,NA
"UCE-5490","One_class","Mixture",42,0.3818,0.2924,0.0643,9,0.5514,NA
"UCE-5522","One_class","Mixture",0,0,0.2521,0.0928,0,0.8703,NA
"UCE-5489","One_class","Mixture",36,0.3051,0.028,0.0092,7,0.0578,NA
"UCE-5496","One_class","Mixture",54,0.4821,0.0192,0.0071,14,0.048,NA
"UCE-5524","One_class","Mixture",0,0,0.1218,0.0386,0,0.3128,NA
"UCE-5518","One_class","Mixture",56,0.5,0.7372,0.1211,10,1.7263,NA
