"Model","Locus_name","Model_string","Rates","Likelihood","Unconstrained_likelihood","parameters","AIC","AICc","BIC","Best","Length","Ntaxa","Percent_constant","Percent_parsimony_informative","Site_patterns","real_base_freq","GMM_pro","GMM_mean","GMM_num_class","RF_distance","nRF_distance","wRF_distance","KF_distance","SPR_distance","path_distance","geodesic_distance","Tree_Length","Sum_int","prop_int","Min.","1st Qu.","Median","Mean","3rd Qu.","Max."
"Mixture","UCE-499","MIX{TVM+FO,JC+FO,TNe+FO}+I+G","I+G4",-14448.8696,-13548.2287,"TVM{0.903694,2.18397,0.36157,1.55858}+FO{0.248109,0.218835,0.204753,0.328303};JC;TNe{16.5148,34.9716}+FQ",29233.7393,29263.0396,30183.4467,"Mixture",2107,81,0.431893687707641,"37.45%",1372,"0.0726;0.0524;0.046;0.0801;0.7489","0.4396;0.5604","0.0837;0.5273",2,128,0.8312,6.314,0.7165,28,13.2755,NA,"6.6173","2.9001","0.4383","0","0","0.0203","0.0409","0.062","0.3556"
"One_class","UCE-499","TIM2e+I+G4","I+G4",-14521.4551,-13548.2287,"TIM2e{0.6977,2.3493,0.6977,1,3.0696,1}+I{0.25,0.25,0.25,0.25}",29362.9102,29389.385,30267.3934,"Mixture",2107,81,0.431893687707641,"37.45%",1372,"0.0726;0.0524;0.046;0.0801;0.7489","0.4396;0.5604","0.0837;0.5273",2,130,0.8442,6.0581,0.6678,30,12.0079,NA,"6.3844","2.886","0.452","0","1e-04","0.021","0.0424","0.0648","0.3586"
"Mixture","UCE-5008","MIX{HKY+FO,TPM3+FO,JC+FO}+I+G","I+G4",-13686.0342,-11397.3662,"HKY{5.97589}+FO{0.117558,0.655974,0.120053,0.106414};TPM3{0.779202,5.26249}+FQ;JC",27554.0684,27564.2471,28050.9206,"Mixture",1737,45,0.370178468624065,"42.54%",1186,"0.0951;0.0884;0.0662;0.085;0.6653","0.2791;0.1166;0.6043","0.0718;0.2788;0.7909",3,58,0.725,5.6725,1.0601,12,13.9414,NA,"6.8452","2.9611","0.4326","0","0","0.0341","0.0762","0.092","0.7824"
"One_class","UCE-5008","K2P+I+G4","I+G4",-13723.8168,-11397.3662,"K2P{1,3.0541,1,1,3.0541,1}+I{0.25,0.25,0.25,0.25}",27615.6336,27624.2777,28074.2665,"Mixture",1737,45,0.370178468624065,"42.54%",1186,"0.0951;0.0884;0.0662;0.085;0.6653","0.2791;0.1166;0.6043","0.0718;0.2788;0.7909",3,66,0.825,5.0285,0.9079,12,11.2599,NA,"6.2514","2.488","0.398","0","0","0.0357","0.0835","0.1056","0.9367"
"Mixture","UCE-5028","MIX{HKY+FO,K80+FO}+R2","R2",-7780.2328,-8067.513,"HKY{2.36979}+FO{0.283138,0.187054,0.211239,0.318568};K2P{23.8949}+FQ",15614.4657,15615.5201,15757.2298,"Mixture",1462,11,0.51983584131327,"29.82%",757,"0.2173;0.1409;0.1637;0.2377;0.2405","0.3022;0.1267;0.0514;0.1016;0.0956;0.1126;0.0774;0.1047;0.0278","0.0028;0.3111;0.4799;0.4799;0.7028;0.8845;1.0722;1.3662;1.7456",9,8,0.4444,0.8684,0.2944,2,1.6072,NA,"1.7941","0.6593","0.3675","0","0.0391","0.0616","0.0879","0.1167","0.241"
"One_class","UCE-5028","HKY+F+R2","R2",-7789.5271,-8067.513,"HKY{1,3.3891,1,1,3.3891,1}+F{0.2861,0.1855,0.2155,0.3129}",15629.0542,15629.9595,15761.2432,"Mixture",1462,11,0.51983584131327,"29.82%",757,"0.2173;0.1409;0.1637;0.2377;0.2405","0.3022;0.1267;0.0514;0.1016;0.0956;0.1126;0.0774;0.1047;0.0278","0.0028;0.3111;0.4799;0.4799;0.7028;0.8845;1.0722;1.3662;1.7456",9,8,0.4444,0.8765,0.2985,2,1.657,NA,"1.7583","0.6466","0.3677","0","0.0395","0.0622","0.0897","0.1202","0.2491"
"Mixture","UCE-5012","TPM2u+FO+I+G4","I+G4",-11303.6023,-10261.0603,"TPM2u{0.7458,2.4846,0.7458,1,2.4846,1}+FO{0.3122,0.2021,0.1923,0.2934}",22823.2046,22840.0458,23397.5352,"Mixture",1507,53,0.299933642999336,"43.53%",1169,"0.1074;0.0766;0.0675;0.097;0.6515","0.2282;0.2403;0.0442;0.2381;0.2492","0.0997;0.3551;0.5213;0.6874;0.8391",5,68,0.68,4.1276,0.627,15,8.3884,NA,"4.9808","2.0062","0.4028","0","0.0014","0.0231","0.0489","0.0505","0.4913"
"One_class","UCE-5012","TPM2u+F+I+G4","I+G4",-11308.8602,-10261.0603,"TPM2u{0.7673,2.4976,0.7673,1,2.4976,1}+F{0.3066,0.2205,0.1954,0.2775}",22833.7204,22850.5616,23408.051,"Mixture",1507,53,0.299933642999336,"43.53%",1169,"0.1074;0.0766;0.0675;0.097;0.6515","0.2282;0.2403;0.0442;0.2381;0.2492","0.0997;0.3551;0.5213;0.6874;0.8391",5,68,0.68,4.1342,0.6279,14,8.4377,NA,"4.9925","2.0124","0.4031","0","0.0014","0.0231","0.0488","0.05","0.4937"
"Mixture","UCE-5018","TPM2u+FO+I+G4","I+G4",-12214.8088,-10524.3735,"TPM2u{0.7707,2.503,0.7707,1,2.503,1}+FO{0.3208,0.1816,0.177,0.3205}",24545.6176,24549.8739,24859.9069,"Mixture",1667,27,0.43131373725255,"37.07%",1076,"0.1725;0.0928;0.0885;0.1818;0.4644","0.1311;0.1998;0.1461;0.1162;0.0882;0.0889;0.1034;0.0891;0.0371","0.0074;0.1864;0.3825;0.5575;0.7294;0.8995;1.0617;1.28;1.5397",9,14,0.28,1.2052,0.3249,4,1.9022,NA,"3.5562","1.1276","0.3171","0","0.0121","0.033","0.0677","0.0729","0.3941"
"One_class","UCE-5018","TPM2u+F+I+G4","I+G4",-12219.2639,-10524.3735,"TPM2u{0.7289,2.4497,0.7289,1,2.4497,1}+F{0.322,0.1735,0.1654,0.3392}",24554.5278,24558.784,24868.8171,"Mixture",1667,27,0.43131373725255,"37.07%",1076,"0.1725;0.0928;0.0885;0.1818;0.4644","0.1311;0.1998;0.1461;0.1162;0.0882;0.0889;0.1034;0.0891;0.0371","0.0074;0.1864;0.3825;0.5575;0.7294;0.8995;1.0617;1.28;1.5397",9,14,0.28,1.1833,0.3192,4,1.8542,NA,"3.519","1.1154","0.317","0","0.0122","0.0332","0.0684","0.0735","0.3998"
"Mixture","UCE-5016","MIX{TPM3u+FO,HKY+FO}+I+G","I+G4",-9117.9401,-8486.5311,"TPM3u{13.759,9.40526}+FO{0.60268,0.0649197,0.0742369,0.258164};HKY{3.14552}+FO{0.239453,0.196349,0.222415,0.341783}",18485.8803,18511.7636,19136.2129,"Mixture",1343,58,0.401340282948623,"34.25%",876,"0.1376;0.075;0.0774;0.1291;0.581","0.0714;0.0672;0.1821;0.1623;0.1181;0.1042;0.0456;0.0708;0.1782","0.0097;0.099;0.1887;0.5331;0.5268;0.6228;0.7069;0.8004;0.8749",9,96,0.8571,5.6488,1.2462,20,13.4772,NA,"3.8525","2.2354","0.5802","0","0","0.0147","0.0311","0.0319","0.9586"
"One_class","UCE-5016","K3Pu+F+I+G4","I+G4",-9142.4547,-8486.5311,"K3Pu{1,2.3568,0.6552,0.6552,2.3568,1}+F{0.3273,0.1799,0.1855,0.3073}",18524.9095,18548.6738,19149.2288,"Mixture",1343,58,0.401340282948623,"34.25%",876,"0.1376;0.075;0.0774;0.1291;0.581","0.0714;0.0672;0.1821;0.1623;0.1181;0.1042;0.0456;0.0708;0.1782","0.0097;0.099;0.1887;0.5331;0.5268;0.6228;0.7069;0.8004;0.8749",9,98,0.875,5.4956,1.0989,20,12.3307,NA,"3.5404","1.9921","0.5627","0","0","0.0156","0.0338","0.0323","1.1235"
"Mixture","UCE-5032","MIX{HKY+FO,JC+FO}+G","G4",-7862.3195,-7731.4171,"HKY{3.8958}+FO{0.336685,0.161668,0.175383,0.326264};JC",15774.6389,15775.6328,15904.5374,"Mixture",1334,11,0.417541229385307,"28.26%",758,"0.2526;0.1421;0.1381;0.2608;0.2064","0.2826;0.1052;0.1127;0.1287;0.1575;0.2133","0.0255;0.2888;0.4411;0.6051;0.8974;1.3424",6,2,0.1111,0.9349,0.3487,0,0.9958,NA,"2.3183","0.447","0.1928","0","0.0278","0.082","0.1139","0.1507","0.5325"
"One_class","UCE-5032","HKY+F+G4","G4",-7867.9709,-7731.4171,"HKY{1,3.0923,1,1,3.0923,1}+F{0.3183,0.179,0.174,0.3286}",15783.9418,15784.8585,15908.6443,"Mixture",1334,11,0.417541229385307,"28.26%",758,"0.2526;0.1421;0.1381;0.2608;0.2064","0.2826;0.1052;0.1127;0.1287;0.1575;0.2133","0.0255;0.2888;0.4411;0.6051;0.8974;1.3424",6,2,0.1111,0.9249,0.3407,0,1.0098,NA,"2.2785","0.4382","0.1923","0","0.0273","0.0825","0.1159","0.153","0.5456"
"Mixture","UCE-5013","TN+FO+I+G4","I+G4",-11333.0362,-9990.8784,"TN{1,4.1799,1,1,2.9372,1}+FO{0.2394,0.2906,0.2034,0.2665}",22898.0724,22916.9881,23518.3591,"Mixture",1552,56,0.394974226804124,"40.53%",1051,"0.0822;0.0984;0.0689;0.098;0.6524","0.328;0.672","0.1019;0.6994",2,90,0.8333,3.3095,0.4042,22,6.1235,NA,"3.9982","1.287","0.3219","0","0.0055","0.0247","0.0364","0.0451","0.3249"
"One_class","UCE-5013","TIM3+F+I+G4","I+G4",-11329.8184,-9990.8784,"TIM3{1.2819,4.8689,1,1.2819,3.2914,1}+F{0.2371,0.282,0.2,0.281}",22893.6367,22912.892,23519.2708,"Mixture",1552,56,0.394974226804124,"40.53%",1051,"0.0822;0.0984;0.0689;0.098;0.6524","0.328;0.672","0.1019;0.6994",2,90,0.8333,3.2393,0.3921,20,6.0738,NA,"4.0003","1.2456","0.3114","0","0.0061","0.0244","0.0363","0.0497","0.3274"
"Mixture","UCE-5022","K3Pu+FO+I+G4","I+G4",-9700.6388,-9514.7264,"K3Pu{1,2.8166,0.6738,0.6738,2.8166,1}+FO{0.307,0.1907,0.2258,0.2764}",19669.2776,19696.4602,20378.1769,"Mixture",1466,65,0.44474761255116,"31.99%",985,"0.1001;0.0638;0.0713;0.0987;0.6661","0.3193;0.6691;0.0116","0.1419;0.5056;1.0118",3,92,0.7302,4.1107,0.4361,23,7.3315,NA,"3.9766","1.4013","0.3524","0","0.0064","0.0185","0.0316","0.0389","0.2446"
"One_class","UCE-5022","K3Pu+F+I+G4","I+G4",-9703.9543,-9514.7264,"K3Pu{1,2.8357,0.6655,0.6655,2.8357,1}+F{0.298,0.1932,0.2149,0.2938}",19675.9085,19703.0911,20384.8078,"Mixture",1466,65,0.44474761255116,"31.99%",985,"0.1001;0.0638;0.0713;0.0987;0.6661","0.3193;0.6691;0.0116","0.1419;0.5056;1.0118",3,94,0.746,4.1074,0.433,23,7.3865,NA,"4.0502","1.4252","0.3519","0","0.0072","0.0186","0.0311","0.0394","0.2444"
"Mixture","UCE-5029","MIX{TPM2u+FO,JC+FO}+I+R2","I+R2",-14051.6053,-11159.7205,"TPM2u{0.699748,3.1282}+FO{0.303778,0.191803,0.189246,0.315173};JC",28191.2105,28193.6033,28430.4994,"Mixture",1700,19,0.309411764705882,"47.18%",1214,"0.1941;0.1222;0.1186;0.2074;0.3576","0.1349;0.178;0.0926;0.0732;0.09;0.1554;0.1346;0.0912;0.0502","0.0019;0.2622;0.4615;0.603;0.7638;0.9774;1.228;1.4618;1.6967",9,8,0.2353,2.1461,0.6073,2,6.1793,NA,"4.8256","1.8729","0.3881","0","0.0274","0.0799","0.1322","0.1829","0.4997"
"One_class","UCE-5029","TVM+F+I+R2","I+R2",-14048.0495,-11159.7205,"TVM{0.9503,2.8297,0.5734,1.1305,2.8297,1}+F{0.3022,0.1903,0.1847,0.3228}",28186.099,28188.602,28430.8262,"Mixture",1700,19,0.309411764705882,"47.18%",1214,"0.1941;0.1222;0.1186;0.2074;0.3576","0.1349;0.178;0.0926;0.0732;0.09;0.1554;0.1346;0.0912;0.0502","0.0019;0.2622;0.4615;0.603;0.7638;0.9774;1.228;1.4618;1.6967",9,8,0.2353,2.0825,0.5877,2,5.9986,NA,"4.7609","1.8516","0.3889","0","0.0276","0.0793","0.134","0.1841","0.5143"
"Mixture","UCE-5031","TPM3u+FO+I+G4","I+G4",-13144.2043,-11289.3661,"TPM3u{1.3146,3.5252,1,1.3146,3.5252,1}+FO{0.3009,0.2015,0.1897,0.308}",26372.4086,26374.5728,26601.1162,"Mixture",1712,19,0.328855140186916,"45.33%",1209,"0.2017;0.1283;0.1127;0.199;0.3583","0.1222;0.1722;0.1629;0.1468;0.1859;0.1489;0.0612","0.0097;0.269;0.4628;0.6984;0.9739;1.2764;1.6111",7,4,0.1176,1.0518,0.3649,1,3.4887,NA,"3.8252","1.6169","0.4227","0","0.0172","0.0656","0.1058","0.133","0.652"
"One_class","UCE-5031","TPM3u+F+I+G4","I+G4",-13148.0315,-11289.3661,"TPM3u{1.3363,3.5864,1,1.3363,3.5864,1}+F{0.3143,0.1999,0.1756,0.3101}",26380.063,26382.2272,26608.7706,"Mixture",1712,19,0.328855140186916,"45.33%",1209,"0.2017;0.1283;0.1127;0.199;0.3583","0.1222;0.1722;0.1629;0.1468;0.1859;0.1489;0.0612","0.0097;0.269;0.4628;0.6984;0.9739;1.2764;1.6111",7,4,0.1176,1.0396,0.3612,1,3.4305,NA,"3.8073","1.6095","0.4227","0","0.0173","0.0658","0.1063","0.1328","0.6548"
"Mixture","UCE-5005","TPM3u+FO+I+G4","I+G4",-11347.531,-9617.1088,"TPM3u{1.4116,3.7497,1,1.4116,3.7497,1}+FO{0.2884,0.1967,0.199,0.3159}",23023.062,23064.1242,23892.5609,"Mixture",1483,84,0.47403910991234,"33.85%",980,"0.1324;0.0701;0.0723;0.1163;0.609","0.2735;0.1872;0.0836;0.4557","0.0767;0.1765;0.5041;0.6838",4,136,0.8718,5.4064,0.6199,31,7.7841,NA,"5.2423","1.6994","0.3242","0","0","0.0112","0.0326","0.0323","0.2979"
"One_class","UCE-5005","TIM2+F+I+G4","I+G4",-11355.8669,-9617.1088,"TIM2{0.646,2.1546,0.646,1,2.9904,1}+F{0.3366,0.1809,0.1859,0.2966}",23041.7337,23083.3282,23916.5344,"Mixture",1483,84,0.47403910991234,"33.85%",980,"0.1324;0.0701;0.0723;0.1163;0.609","0.2735;0.1872;0.0836;0.4557","0.0767;0.1765;0.5041;0.6838",4,138,0.8846,5.3531,0.6126,33,7.8786,NA,"5.1437","1.6524","0.3212","0","0","0.0118","0.0332","0.0322","0.3006"
"Mixture","UCE-5021","TPM3u+FO+I+G4","I+G4",-10569.8191,-9550.4368,"TPM3u{1.7,4.0795,1,1.7,4.0795,1}+FO{0.2883,0.1974,0.1682,0.3461}",21415.6382,21444.2681,22146.917,"Mixture",1479,67,0.411088573360379,"37.12%",1038,"0.1046;0.0767;0.0537;0.12;0.645","0.0719;0.1235;0.0983;0.1229;0.0505;0.2648;0.1955;0.0713;0.0014","0.0825;0.0825;0.2115;0.3275;0.5391;0.5391;0.7419;0.8968;1.5099",9,98,0.7538,4.4155,0.5308,19,6.1822,NA,"4.2427","1.4345","0.3381","0","0","0.0145","0.0325","0.04","0.2766"
"One_class","UCE-5021","TVM+F+I+G4","I+G4",-10566.985,-9550.4368,"TVM{1.0129,2.8338,0.598,1.2773,2.8338,1}+F{0.2932,0.217,0.1543,0.3355}",21413.9701,21443.4768,22155.8471,"Mixture",1479,67,0.411088573360379,"37.12%",1038,"0.1046;0.0767;0.0537;0.12;0.645","0.0719;0.1235;0.0983;0.1229;0.0505;0.2648;0.1955;0.0713;0.0014","0.0825;0.0825;0.2115;0.3275;0.5391;0.5391;0.7419;0.8968;1.5099",9,100,0.7692,4.4274,0.5342,15,6.1773,NA,"4.2899","1.4503","0.3381","0","0","0.0144","0.0321","0.0392","0.2733"
"Mixture","UCE-5019","HKY+FO+G4","G4",-8894.5881,-8850.8538,"HKY{1,2.9348,1,1,2.9348,1}+FO{0.274,0.1779,0.2012,0.3469}",18093.1762,18130.1492,18891.4884,"One_class",1411,75,0.491141034727144,"29.20%",881,"0.1029;0.0665;0.076;0.1334;0.6211","0.2493;0.1024;0.6483","0.1021;0.2779;0.5697",3,120,0.8219,4.8571,0.524,27,11.8425,NA,"2.5294","0.9238","0.3652","0","0","0.0079","0.0173","0.02","0.2204"
"One_class","UCE-5019","HKY+F+G4","G4",-8891.917,-8850.8538,"HKY{1,2.9446,1,1,2.9446,1}+F{0.2711,0.1772,0.2018,0.3499}",18087.834,18124.807,18886.1462,"One_class",1411,75,0.491141034727144,"29.20%",881,"0.1029;0.0665;0.076;0.1334;0.6211","0.2493;0.1024;0.6483","0.1021;0.2779;0.5697",3,116,0.7945,4.7229,0.4972,27,12.0393,NA,"2.5592","0.9231","0.3607","0","0","0.0081","0.0171","0.0205","0.2206"
"Mixture","UCE-5025","K3Pu+FO+I+G4","I+G4",-12474.0832,-11253.9262,"K3Pu{1,2.7037,0.7162,0.7162,2.7037,1}+FO{0.3067,0.1747,0.198,0.3207}",25156.1665,25168.8641,25729.1373,"Mixture",1825,50,0.41041095890411,"37.64%",1178,"0.1055;0.0475;0.0587;0.0981;0.6902","0.2174;0.1617;0.0709;0.1156;0.0982;0.1121;0.1056;0.0871;0.0313","0.0033;0.176;0.3373;0.5163;0.6453;0.7624;0.8762;0.9854;1.1461",9,80,0.8333,4.3148,0.6876,20,7.9976,NA,"5.2602","1.8488","0.3515","0","0.0091","0.0236","0.0534","0.0621","0.5431"
"One_class","UCE-5025","TIM+F+I+G4","I+G4",-12479.2263,-11253.9262,"TIM{1,2.3584,0.6738,0.6738,3.0218,1}+F{0.3358,0.1584,0.1925,0.3132}",25168.4526,25181.402,25746.9328,"Mixture",1825,50,0.41041095890411,"37.64%",1178,"0.1055;0.0475;0.0587;0.0981;0.6902","0.2174;0.1617;0.0709;0.1156;0.0982;0.1121;0.1056;0.0871;0.0313","0.0033;0.176;0.3373;0.5163;0.6453;0.7624;0.8762;0.9854;1.1461",9,74,0.7708,4.248,0.6977,19,7.4808,NA,"5.2358","1.8751","0.3581","0","0.0093","0.0252","0.0537","0.0619","0.5476"
"Mixture","UCE-5024","TVM+FO+I+R2","I+R2",-12819.7875,-9478.6233,"TVM{0.9667,3.2718,0.8171,1.8187,3.2718,1}+FO{0.3232,0.1594,0.1786,0.3389}",25921.5751,25953.7907,26659.4923,"Mixture",1385,67,0.306859205776173,"48.66%",1138,"0.1141;0.0801;0.0686;0.1315;0.6058","0.1283;0.028;0.1373;0.2113;0.0483;0.0269;0.0528;0.2719;0.0952","0.0693;0.2001;0.2061;0.5337;0.5283;0.6206;0.7012;0.8316;0.72",9,80,0.6154,4.1179,0.4978,19,6.0691,NA,"5.6729","2.1252","0.3746","0","0.0065","0.0253","0.0432","0.0474","0.2705"
"One_class","UCE-5024","TIM2+F+I+R2","I+R2",-12836.202,-9478.6233,"TIM2{0.7379,3.1577,0.7379,1,2.0711,1}+F{0.2887,0.2039,0.1753,0.3321}",25952.4039,25984.1403,26685.0877,"Mixture",1385,67,0.306859205776173,"48.66%",1138,"0.1141;0.0801;0.0686;0.1315;0.6058","0.1283;0.028;0.1373;0.2113;0.0483;0.0269;0.0528;0.2719;0.0952","0.0693;0.2001;0.2061;0.5337;0.5283;0.6206;0.7012;0.8316;0.72",9,78,0.6,3.9454,0.5014,18,4.8243,NA,"5.7068","1.8385","0.3222","0","0.0082","0.026","0.043","0.0512","0.2737"
"Mixture","UCE-5037","TPM3u+FO+R2","R2",-10398.0188,-9701.6244,"TPM3u{1.5087,3.5134,1,1.5087,3.5134,1}+FO{0.3283,0.155,0.1949,0.3218}",20848.0376,20848.9818,20986.4229,"Mixture",1514,11,0.309114927344782,"43.99%",1098,"0.244;0.1096;0.1389;0.2339;0.2735","0.1558;0.1116;0.1099;0.0777;0.1714;0.0927;0.1327;0.0894;0.0589","0.0047;0.3236;0.478;0.7221;0.8949;1.081;1.303;1.5067;1.7692",9,6,0.3333,1.4042,0.4783,1,2.8433,NA,"3.4863","1.2171","0.3491","0","0.0471","0.1337","0.1738","0.2349","0.6593"
"One_class","UCE-5037","TPM3u+F+R2","R2",-10398.7121,-9701.6244,"TPM3u{1.5385,3.5454,1,1.5385,3.5454,1}+F{0.3359,0.1509,0.1912,0.322}",20849.4241,20850.3683,20987.8094,"Mixture",1514,11,0.309114927344782,"43.99%",1098,"0.244;0.1096;0.1389;0.2339;0.2735","0.1558;0.1116;0.1099;0.0777;0.1714;0.0927;0.1327;0.0894;0.0589","0.0047;0.3236;0.478;0.7221;0.8949;1.081;1.303;1.5067;1.7692",9,6,0.3333,1.3941,0.4755,1,2.8235,NA,"3.4762","1.2134","0.3491","0","0.0472","0.1343","0.1743","0.2352","0.6607"
"Mixture","UCE-502","HKY+FO+R2","R2",-9690.1926,-8526.0359,"HKY{1,3.4056,1,1,3.4056,1}+FO{0.3429,0.1822,0.1716,0.3033}",19626.3851,19650.423,20270.8086,"One_class",1393,60,0.437903804737976,"33.31%",869,"0.1326;0.0729;0.0722;0.1177;0.6045","0.0558;0.1702;0.1054;0.0322;0.2684;0.0828;0.2002;0.0828;0.0022","0.0967;0.0967;0.2801;0.2846;0.5457;0.5458;0.7668;0.9568;1.5683",9,84,0.7241,4.3087,1.1477,22,9.9892,NA,"4.4758","1.1816","0.264","0","0.0074","0.0145","0.0384","0.0398","1.1159"
"One_class","UCE-502","HKY+F+R2","R2",-9689.9014,-8526.0359,"HKY{1,3.3803,1,1,3.3803,1}+F{0.3338,0.1856,0.1838,0.2968}",19625.8029,19649.8407,20270.2263,"One_class",1393,60,0.437903804737976,"33.31%",869,"0.1326;0.0729;0.0722;0.1177;0.6045","0.0558;0.1702;0.1054;0.0322;0.2684;0.0828;0.2002;0.0828;0.0022","0.0967;0.0967;0.2801;0.2846;0.5457;0.5458;0.7668;0.9568;1.5683",9,80,0.6897,4.2766,1.1586,18,10.0638,NA,"4.5269","1.1599","0.2562","0","0.0072","0.014","0.0379","0.0394","1.1011"
"Mixture","UCE-5033","MIX{HKY+FO,JC+FO,K80+FO}+I+G","I+G4",-12175.0627,-10087.6046,"HKY{3.0258}+FO{0.319958,0.188887,0.219359,0.271796};JC;K2P{16.2212}+FQ",24490.1253,24496.6907,24865.9091,"Mixture",1585,36,0.396845425867508,"41.39%",1057,"0.1249;0.0821;0.0923;0.1208;0.58","0.1183;0.1313;0.0878;0.1681;0.0952;0.0917;0.1411;0.0971;0.0695","0.0025;0.1575;0.3083;0.4964;0.6634;0.8153;0.9671;1.1477;1.3245",9,46,0.7667,3.3856,0.6111,8,5.1868,NA,"4.5051","1.8039","0.4004","0","0","0.0231","0.0675","0.0926","0.432"
"One_class","UCE-5033","TPM3u+F+I+G4","I+G4",-12193.1366,-10087.6046,"TPM3u{1.3221,3.2585,1,1.3221,3.2585,1}+F{0.2968,0.1962,0.2199,0.2872}",24522.2733,24528.4632,24887.3204,"Mixture",1585,36,0.396845425867508,"41.39%",1057,"0.1249;0.0821;0.0923;0.1208;0.58","0.1183;0.1313;0.0878;0.1681;0.0952;0.0917;0.1411;0.0971;0.0695","0.0025;0.1575;0.3083;0.4964;0.6634;0.8153;0.9671;1.1477;1.3245",9,46,0.7667,3.3226,0.546,9,4.815,NA,"4.1858","1.7231","0.4117","0","0","0.023","0.0727","0.0969","0.6233"
"Mixture","UCE-5038","MIX{HKY+FO,F81+FO,JC+FO}+G","G4",-10194.4231,-8404.9137,"HKY{1.93226}+FO{0.214781,0.242008,0.127628,0.415582};F81+FO{0.601482,0.0647233,0.274855,0.0589397};JC",20614.8463,20635.5071,21204.2515,"Mixture",1361,53,0.383541513592946,"40.93%",892,"0.1455;0.0832;0.0699;0.1236;0.5779","0.1096;0.0945;0.0832;0.0316;0.2118;0.156;0.1386;0.129;0.0456","0.0129;0.107;0.2444;0.3957;0.5292;0.6552;0.7804;0.9149;1.0594",9,70,0.6863,3.2085,0.4432,16,5.1241,NA,"3.3582","1.359","0.4047","0","0.0065","0.0203","0.0315","0.045","0.1742"
"One_class","UCE-5038","HKY+F+G4","G4",-10229.5592,-8404.9137,"HKY{1,3.0528,1,1,3.0528,1}+F{0.3435,0.1976,0.1667,0.2922}",20675.1183,20693.9234,21238.4436,"Mixture",1361,53,0.383541513592946,"40.93%",892,"0.1455;0.0832;0.0699;0.1236;0.5779","0.1096;0.0945;0.0832;0.0316;0.2118;0.156;0.1386;0.129;0.0456","0.0129;0.107;0.2444;0.3957;0.5292;0.6552;0.7804;0.9149;1.0594",9,72,0.7059,3.2183,0.4498,14,5.7696,NA,"3.2758","1.2711","0.388","0","0.0071","0.0225","0.0323","0.0443","0.2178"
"Mixture","UCE-5040","TVM+FO+I+G4","I+G4",-10810.6008,-8772.0958,"TVM{0.8704,2.9907,0.5245,1.3659,2.9907,1}+FO{0.3049,0.188,0.1959,0.3111}",21709.2017,21712.0082,21941.6734,"Mixture",1456,19,0.385302197802198,"42.10%",922,"0.2337;0.1379;0.148;0.242;0.2384","0.2344;0.1138;0.1015;0.1077;0.1345;0.1285;0.0835;0.067;0.0292","0.0063;0.2697;0.2697;0.5184;0.7052;0.9638;1.2036;1.4244;1.7379",9,12,0.3529,1.504,0.393,3,2.404,NA,"3.1765","1.0394","0.3272","0","0.0143","0.0309","0.088","0.1051","0.5017"
"One_class","UCE-5040","TVM+F+I+G4","I+G4",-10811.2996,-8772.0958,"TVM{0.9011,3.0416,0.5145,1.4306,3.0416,1}+F{0.3068,0.181,0.1943,0.3178}",21710.5993,21713.4058,21943.071,"Mixture",1456,19,0.385302197802198,"42.10%",922,"0.2337;0.1379;0.148;0.242;0.2384","0.2344;0.1138;0.1015;0.1077;0.1345;0.1285;0.0835;0.067;0.0292","0.0063;0.2697;0.2697;0.5184;0.7052;0.9638;1.2036;1.4244;1.7379",9,12,0.3529,1.5026,0.3915,3,2.3973,NA,"3.1685","1.0365","0.3271","0","0.0144","0.031","0.0882","0.1053","0.5026"
"Mixture","UCE-5051","TVM+FO+I+G4","I+G4",-13225.1116,-10590.9812,"TVM{1.0442,2.7744,0.5886,1.1651,2.7744,1}+FO{0.3286,0.1752,0.1838,0.3124}",26530.2232,26532.3164,26745.5331,"Mixture",1608,17,0.304726368159204,"49.81%",1191,"0.2233;0.1179;0.1218;0.2178;0.3192","0.1155;0.2033;0.085;0.1463;0.1675;0.1251;0.1034;0.0539","0.0126;0.2675;0.5057;0.7218;0.9607;1.2284;1.4631;1.7076",8,6,0.2,1.7174,0.5156,1,4.1522,NA,"4.2759","1.5549","0.3636","0","0.029","0.0789","0.1334","0.1729","0.5531"
"One_class","UCE-5051","TVM+F+I+G4","I+G4",-13225.7477,-10590.9812,"TVM{1.0535,2.7898,0.5739,1.2039,2.7898,1}+F{0.328,0.1732,0.1789,0.3199}",26531.4953,26533.5885,26746.8052,"Mixture",1608,17,0.304726368159204,"49.81%",1191,"0.2233;0.1179;0.1218;0.2178;0.3192","0.1155;0.2033;0.085;0.1463;0.1675;0.1251;0.1034;0.0539","0.0126;0.2675;0.5057;0.7218;0.9607;1.2284;1.4631;1.7076",8,6,0.2,1.7111,0.515,1,4.1386,NA,"4.2689","1.5524","0.3637","0","0.0291","0.079","0.1336","0.1736","0.5526"
